address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"16 BEACH ST, COTTESLOE",RES,Non Strata,2450000,2017-01-05,N,301
"18 A ROSENDO ST, COTTESLOE",RES,Non Strata,2450000,2006-06-03,N,449
"14 REGINALD ST, COTTESLOE",RES,Non Strata,2450000,2013-06-25,N,405
"35 PEARSE ST, COTTESLOE",RES,Non Strata,2450000,2017-06-20,Y,225
"35 PEARSE ST, COTTESLOE",RES,Non Strata,2450000,2017-06-20,Y,417
"35 PEARSE ST, COTTESLOE",RES,Non Strata,2450000,2017-06-20,Y,23
"62 GRANT ST, COTTESLOE",RES,Non Strata,2430000,2022-03-05,N,687.966
"205 BROOME ST, COTTESLOE",RES,Non Strata,2430000,2014-06-25,N,675.319
"72 BROOME ST, COTTESLOE",RES,Non Strata,2425000,2010-05-05,N,789.137
"1 A CHARLES ST, COTTESLOE",RES,Non Strata,2420000,2021-03-19,N,299
"2 FORREST ST, COTTESLOE",RES,Non Strata,2412810,1997-09-15,N,1266
"47 NAPIER ST, COTTESLOE",RES,Non Strata,2412500,2017-03-19,N,665
"38 KATHLEEN ST, COTTESLOE",RES,Non Strata,2410000,2022-03-08,N,574.148
"12 ROSSER ST, COTTESLOE",RES,Non Strata,2409500,2021-07-27,N,445
"37 BRIGHTON ST, COTTESLOE",RES,Non Strata,2400000,2020-08-16,N,647.497
"32 LYONS ST, COTTESLOE",RES,Non Strata,2400000,2020-07-06,N,450
"54 KATHLEEN ST, COTTESLOE",RES,Non Strata,2400000,2018-07-24,N,513
"32 BOREHAM ST, COTTESLOE",RES,Non Strata,2400000,2019-11-02,N,662.62
"10 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2400000,2012-11-14,N,562
"3 A CHAMBERLAIN ST, COTTESLOE",RES,Strata,2400000,2023-06-16,N,490
"112 FORREST ST, COTTESLOE",RES,Non Strata,2400000,2019-03-01,N,505.857
"226 MARMION ST, COTTESLOE",RES,Non Strata,2400000,2011-08-06,Y,269
"226 MARMION ST, COTTESLOE",RES,Non Strata,2400000,2011-08-06,Y,270
"64 NAPIER ST, COTTESLOE",RES,Non Strata,2400000,2023-05-22,N,594.382
"73 JOHN ST, COTTESLOE",RES,Non Strata,2375000,2020-09-04,N,599.441
"47 PEARSE ST, COTTESLOE",RES,Non Strata,2375000,2021-08-14,N,491
"46 NAPIER ST, COTTESLOE",RES,Non Strata,2374000,2017-10-12,N,637
"15 CLARENDON ST, COTTESLOE",RES,Non Strata,2370000,2016-11-12,N,455
"38 GRANT ST, COTTESLOE",RES,Non Strata,2355000,2014-11-10,N,617.146
"321 MARMION ST, COTTESLOE",RES,Non Strata,2355000,2015-08-04,N,480.564
"98 FORREST ST, COTTESLOE",RES,Non Strata,2355000,2017-05-18,N,505.857
"242 BROOME ST, COTTESLOE",RES,Non Strata,2350000,2009-11-27,N,647.497
"52 KATHLEEN ST, COTTESLOE",RES,Non Strata,2350000,2017-04-19,N,574.148
"11 GRIVER ST, COTTESLOE",RES,Non Strata,2350000,2018-07-05,N,490.681
"71 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2350000,2022-10-05,N,493.171
"313 MARMION ST, COTTESLOE",RES,Non Strata,2350000,2023-02-04,N,480.564
"3 MARGARET ST, COTTESLOE",RES,Non Strata,2350000,2010-12-15,N,409.744
"186 BROOME ST, COTTESLOE",RES,Non Strata,2350000,2016-11-12,N,687
"5 HAMERSLEY ST, COTTESLOE",RES,Non Strata,2350000,2011-01-24,N,325
"8 ATHELSTAN RD, COTTESLOE",RES,Non Strata,2350000,2018-06-18,N,816.894
"12 WARNHAM RD, COTTESLOE",RES,Non Strata,2350000,2017-11-26,N,282
"58 FORREST ST, COTTESLOE",RES,Non Strata,2350000,2005-02-04,N,1029
"24 LILLIAN ST, COTTESLOE",RES,Non Strata,2350000,2017-08-30,N,402
"34 A BROOME ST, COTTESLOE",RES,Non Strata,2350000,2021-09-25,N,405
"27 AVONMORE TCE, COTTESLOE",RES,Non Strata,2350000,2014-02-24,N,455
"71 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2350000,2022-10-05,N,493.171
"84 B MARINE PDE, COTTESLOE",RES,Non Strata,2325000,2001-11-17,N,510
"14 GEORGE ST, COTTESLOE",RES,Non Strata,2320000,2015-08-18,N,703
"5 E OVERTON GDNS, COTTESLOE",RES,Non Strata,2315000,2020-02-15,N,265
"1 CHARLES ST, COTTESLOE",RES,Non Strata,2310000,2021-04-17,N,366
"39 ERIC ST, COTTESLOE",RES,Non Strata,2300000,2021-12-14,N,364
"18 FEDERAL ST, COTTESLOE",RES,Non Strata,2300000,2020-07-15,N,604.499
"4 EDWARD ST, COTTESLOE",RES,Non Strata,2300000,2019-02-13,N,708
"5 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2300000,2014-12-06,N,529
"6 TORRENS CT, COTTESLOE",RES,Non Strata,2300000,2017-04-28,N,459
"18 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2300000,2013-02-19,N,502
"170 BROOME ST, COTTESLOE",RES,Non Strata,2300000,2020-07-19,N,652.556
"159 BROOME ST, COTTESLOE",RES,Non Strata,2300000,2007-01-17,N,303
"6 GADSDON ST, COTTESLOE",RES,Non Strata,2300000,2018-02-13,N,270
"21 ATHELSTAN RD, COTTESLOE",RES,Non Strata,2300000,2022-08-04,N,345
"3 DALGETY ST, COTTESLOE",RES,Non Strata,2300000,2018-03-27,N,652.556
"6 BARSDEN ST, COTTESLOE",RES,Strata,2300000,2008-01-12,N,966.187
"8 MARINE PDE, COTTESLOE",RES,Non Strata,2300000,2019-03-26,N,286
"34 GIBNEY ST, COTTESLOE",RES,Strata,2300000,2022-07-10,N,322
"16 REGINALD ST, COTTESLOE",RES,Non Strata,2300000,2020-09-12,N,405
"5 REGINALD ST, COTTESLOE",RES,Non Strata,2300000,2012-02-14,N,390
"2/80 MARINE PDE, COTTESLOE",RES,Strata,2300000,2020-03-05,N,356
"25 DEANE ST, COTTESLOE",RES,Strata,2300000,2019-12-23,N,416
"25 AVONMORE TCE, COTTESLOE",RES,Non Strata,2295000,2009-12-30,N,455
"14 LILLIAN ST, COTTESLOE",RES,Non Strata,2285000,2019-11-14,N,390
"46 BRIGHTON ST, COTTESLOE",RES,Non Strata,2280000,2018-11-04,N,629
"333 MARMION ST, COTTESLOE",RES,Non Strata,2280000,2011-08-31,N,685.436
"2 A REGINALD ST, COTTESLOE",RES,Non Strata,2280000,2019-05-01,N,376
"38 BRIGHTON ST, COTTESLOE",RES,Non Strata,2275000,2021-02-11,N,644.968
"7 MARGARET ST, COTTESLOE",RES,Non Strata,2275000,2011-03-26,N,402.156
"3 BARSDEN ST, COTTESLOE",RES,Non Strata,2275000,2012-11-14,N,910.543
"75 FORREST ST, COTTESLOE",RES,Non Strata,2275000,2018-10-23,N,875.133
"43 ERIC ST, COTTESLOE",RES,Non Strata,2270000,2017-06-22,N,665
"102 FORREST ST, COTTESLOE",COM,Non Strata,2266000,2016-04-06,N,505.857
"36 NAPOLEON ST, COTTESLOE",COM,Non Strata,2266000,2017-03-22,Y,200
"36 F NAPOLEON ST, COTTESLOE",COM,Non Strata,2266000,2017-03-22,Y,3
"4 JARRAD ST, COTTESLOE",RES,Non Strata,2256000,2013-11-04,N,763.844
"36 KATHLEEN ST, COTTESLOE",RES,Non Strata,2250000,2020-09-09,N,574.148
"6 GREENHAM ST, COTTESLOE",RES,Non Strata,2250000,2003-07-28,N,1489
"82 HAWKSTONE ST, COTTESLOE",RES,Strata,2250000,2021-10-18,N,447
"26 FLORENCE ST, COTTESLOE",RES,Strata,2250000,2014-04-17,N,445
"6 ANDREWS PL, COTTESLOE",RES,Non Strata,2250000,2015-06-17,N,698.083
"2 A NAILSWORTH ST, COTTESLOE",RES,Non Strata,2250000,2019-11-13,N,483
"9 HAINING AV, COTTESLOE",RES,Non Strata,2250000,2009-12-17,N,832.069
"19 PRINCES ST, COTTESLOE",RES,Non Strata,2250000,2010-01-11,N,511
"2 A BEACH ST, COTTESLOE",RES,Strata,2250000,2005-11-03,N,565
"26 FLORENCE ST, COTTESLOE",RES,Strata,2250000,2014-04-17,N,445
"8 WARNHAM RD, COTTESLOE",RES,Non Strata,2240000,2005-02-12,N,564
"45 B GRANT ST, COTTESLOE",RES,Strata,2225000,2018-10-30,N,893
"230 MARMION ST, COTTESLOE",RES,Non Strata,2225000,2017-10-26,N,607
"199 CURTIN AV, COTTESLOE",RES,Non Strata,2225000,2023-02-20,N,513
"73 FORREST ST, COTTESLOE",RES,Non Strata,2225000,2015-01-19,N,875.133
"6/9 PRINCES ST, COTTESLOE",RES,Strata,2225000,2023-03-21,N,2025
"281 MARMION ST, COTTESLOE",RES,Non Strata,2220000,2019-06-18,N,701
"1 A NAILSWORTH ST, COTTESLOE",RES,Non Strata,2220000,2019-06-23,N,612
"46 PEARSE ST, COTTESLOE",RES,Non Strata,2220000,2008-11-15,N,787
"24 KATHLEEN ST, COTTESLOE",RES,Non Strata,2212500,2020-03-09,N,490.681
"4 BRIGHTON ST, COTTESLOE",RES,Non Strata,2212500,2019-12-15,N,667
"52 BRIGHTON ST, COTTESLOE",RES,Non Strata,2210000,2016-06-07,N,644.968
"25 CONGDON ST, COTTESLOE",RES,Non Strata,2210000,2014-11-18,Y,539
"25 CONGDON ST, COTTESLOE",RES,Non Strata,2210000,2014-11-18,Y,266
"7 WARTON ST, COTTESLOE",RES,Non Strata,2210000,2020-01-08,N,508
"39 CONGDON ST, COTTESLOE",RES,Non Strata,2205000,2022-10-20,N,612.087
"6 B REGINALD ST, COTTESLOE",RES,Non Strata,2205000,2017-11-13,N,405
"21 ERIC ST, COTTESLOE",RES,Non Strata,2200000,2005-09-12,N,718.26
"1/9 TORRENS ST, COTTESLOE",RES,Strata,2200000,2013-11-28,N,1407
"2 EILEEN ST, COTTESLOE",RES,Non Strata,2200000,2017-02-04,N,180
"41 MARGARET ST, COTTESLOE",RES,Non Strata,2200000,2021-02-04,N,364
"219 BROOME ST, COTTESLOE",RES,Non Strata,2200000,2012-12-24,N,741.081
"5 SALISBURY ST, COTTESLOE",RES,Non Strata,2200000,2007-05-07,N,900
"9 BALFOUR ST, COTTESLOE",RES,Non Strata,2200000,2008-03-29,N,1016.773
"85 NAPIER ST, COTTESLOE",RES,Non Strata,2200000,2015-11-30,N,644.968
"55 JOHN ST, COTTESLOE",RES,Non Strata,2200000,2016-01-25,N,518.503
"1/36 FORREST ST, COTTESLOE",RES,Strata,2200000,2021-01-22,N,1275
"533 STIRLING HWY, COTTESLOE",COM,Vacant,2200000,2020-11-12,N,743.61
"24 MACARTHUR ST, COTTESLOE",RES,Non Strata,2200000,2010-11-08,N,381
"23 BROOME ST, COTTESLOE",RES,Non Strata,2200000,2017-12-16,N,683
"25 BEACH ST, COTTESLOE",RES,Non Strata,2200000,2003-11-05,N,726
"16 A BEACH ST, COTTESLOE",RES,Non Strata,2200000,2012-07-27,N,301
"533 STIRLING HWY, COTTESLOE",COM,Vacant,2200000,2020-11-12,N,743.61
"107 ERIC ST, COTTESLOE",RES,Non Strata,2200000,2023-09-13,N,710.673
"51 JOHN ST, COTTESLOE",RES,Non Strata,2195000,2004-07-01,Y,257.987
"51 JOHN ST, COTTESLOE",RES,Non Strata,2195000,2004-07-01,Y,637.38
"302 MARMION ST, COTTESLOE",RES,Non Strata,2190000,2008-04-02,N,673
"302 MARMION ST, COTTESLOE",RES,Non Strata,2190000,2008-04-02,N,673
"66 ERIC ST, COTTESLOE",RES,Non Strata,2183500,2021-01-19,N,579
"66 ERIC ST, COTTESLOE",RES,Non Strata,2183500,2021-01-19,N,579
"94 GRANT ST, COTTESLOE",RES,Non Strata,2181000,2021-09-25,N,685.382
"108 RAILWAY ST, COTTESLOE",RES,Non Strata,2165000,2021-05-15,N,761
"106 RAILWAY ST, COTTESLOE",RES,Non Strata,2165000,2023-04-07,N,673
"42 NORTH ST, COTTESLOE",RES,Non Strata,2160000,2021-03-06,N,756.256
"50 NAPIER ST, COTTESLOE",RES,Non Strata,2160000,2009-11-07,N,637
"67 FORREST ST, COTTESLOE",RES,Non Strata,2160000,2012-04-23,N,814.43
"30 DEANE ST, COTTESLOE",RES,Non Strata,2160000,2016-10-17,N,569.089
"11 FEDERAL ST, COTTESLOE",RES,Non Strata,2155000,2014-09-16,N,632.321
"14 ROSSER ST, COTTESLOE",RES,Non Strata,2155000,2017-05-09,N,445
"7 GRANT ST, COTTESLOE",RES,Vacant,2154771,2005-01-27,N,368
"41 ELIZABETH ST, COTTESLOE",RES,Non Strata,2150000,2007-09-21,N,484
"8 WILLIAM ST, COTTESLOE",RES,Non Strata,2150000,2018-05-03,N,607
"6 WILLIAM ST, COTTESLOE",RES,Non Strata,2150000,2012-05-19,N,607
"24 FLORENCE ST, COTTESLOE",RES,Non Strata,2150000,2009-11-21,N,617.146
"2 C GADSDON ST, COTTESLOE",RES,Vacant,2150000,2021-06-23,N,207
"19 B PERTH ST, COTTESLOE",RES,Non Strata,2150000,2016-04-15,Y,278.199
"19 PERTH ST, COTTESLOE",RES,Non Strata,2150000,2016-04-15,Y,278.199
"19 A PERTH ST, COTTESLOE",RES,Non Strata,2150000,2016-04-15,Y,278.199
"82 FORREST ST, COTTESLOE",RES,Non Strata,2150000,2023-05-19,N,465
"36 JOHN ST, COTTESLOE",RES,Non Strata,2150000,2005-10-16,N,658
"2 MARINE PDE, COTTESLOE",RES,Non Strata,2150000,2015-06-25,N,530
"1 WARTON ST, COTTESLOE",RES,Strata,2150000,2022-12-23,N,419
"1 REGINALD ST, COTTESLOE",RES,Non Strata,2150000,2016-09-21,N,390
"15 A BEACH ST, COTTESLOE",RES,Non Strata,2150000,2021-09-26,Y,308
"34 PEARSE ST, COTTESLOE",RES,Strata,2150000,2023-06-30,N,868
"15 BEACH ST, COTTESLOE",RES,Non Strata,2150000,2021-09-26,Y,2
"24 FLORENCE ST, COTTESLOE",RES,Non Strata,2150000,2009-11-21,N,617.146
"11 GERALDINE ST, COTTESLOE",RES,Non Strata,2145000,2018-12-05,N,582
"108 FORREST ST, COTTESLOE",RES,Strata,2145000,2019-06-06,N,307
"11 ATHELSTAN RD, COTTESLOE",RES,Non Strata,2140000,2020-12-05,N,637.38
"45 GRIVER ST, COTTESLOE",RES,Non Strata,2139000,2006-08-20,N,574.148
"1 EILEEN ST, COTTESLOE",COM,Vacant,2130000,2005-06-29,N,758
"280 MARMION ST, COTTESLOE",RES,Strata,2125000,2021-07-12,N,473
"94 A NAPIER ST, COTTESLOE",RES,Non Strata,2125000,2022-01-18,N,279
"26 PRINCES ST, COTTESLOE",RES,Strata,2125000,2017-12-03,N,420
"37 CONGDON ST, COTTESLOE",RES,Non Strata,2120000,2021-09-29,N,612.087
"42 GRANT ST, COTTESLOE",RES,Non Strata,2120000,2021-03-17,N,528.621
"72 FORREST ST, COTTESLOE",RES,Non Strata,2120000,2003-10-07,N,637.38
"311 MARMION ST, COTTESLOE",RES,Non Strata,2110000,2021-03-15,N,480.564
"1/60 NORTH ST, COTTESLOE",RES,Strata,2100000,2019-07-09,N,718.317
"51 BRIGHTON ST, COTTESLOE",RES,Non Strata,2100000,2013-10-18,N,647.497
"26 B GRIVER ST, COTTESLOE",RES,Strata,2100000,2012-01-14,N,472
"7 GRIVER ST, COTTESLOE",RES,Non Strata,2100000,2013-12-08,N,490.681
"7 ACKLAND WAY, COTTESLOE",RES,Non Strata,2100000,2014-11-16,N,685.436
"25 LYONS ST, COTTESLOE",RES,Non Strata,2100000,2012-06-30,N,480.564
"11 BRIGHTON ST, COTTESLOE",RES,Non Strata,2100000,2019-12-15,N,614.568
"179 BROOME ST, COTTESLOE",RES,Non Strata,2100000,2017-06-07,N,315
"263 MARMION ST, COTTESLOE",RES,Non Strata,2100000,2006-06-01,N,776
"4 BOREHAM ST, COTTESLOE",RES,Non Strata,2100000,2017-07-22,N,509
"89 NAPIER ST, COTTESLOE",RES,Non Strata,2100000,2023-04-29,N,655.085
"103 NAPIER ST, COTTESLOE",RES,Non Strata,2100000,2021-11-15,N,592
"68 NAPIER ST, COTTESLOE",RES,Non Strata,2100000,2013-09-19,N,594.382
"54 NAPIER ST, COTTESLOE",RES,Non Strata,2100000,2007-01-12,N,794
"203 CURTIN AV, COTTESLOE",RES,Non Strata,2100000,2022-07-06,N,1090.122
"13 A BEACH ST, COTTESLOE",RES,Strata,2100000,2015-09-23,N,452
"15 B BEACH ST, COTTESLOE",RES,Non Strata,2100000,2021-06-02,Y,327
"15 BEACH ST, COTTESLOE",RES,Non Strata,2100000,2021-06-02,Y,2
"31 BROOME ST, COTTESLOE",RES,Non Strata,2075000,2018-04-03,N,279
"2 A EILEEN ST, COTTESLOE",RES,Non Strata,2060000,2010-03-27,N,180
"20 MARGARET ST, COTTESLOE",RES,Non Strata,2060000,2006-01-26,N,490.681
"21 MARGARET ST, COTTESLOE",RES,Non Strata,2060000,2010-10-26,N,478.035
"29 NAPIER ST, COTTESLOE",RES,Non Strata,2060000,2009-11-08,N,572
"8 B CHAMBERLAIN ST, COTTESLOE",RES,Strata,2055000,2021-03-23,N,550
"5/76 MARINE PDE, COTTESLOE",RES,Strata,2055000,2022-04-26,N,1389
"38 BROOME ST, COTTESLOE",RES,Non Strata,2055000,2013-07-02,N,464
"8 BOREHAM ST, COTTESLOE",RES,Non Strata,2050000,2022-07-30,N,710.673
"93 ERIC ST, COTTESLOE",RES,Non Strata,2050000,2020-02-17,N,772
"5 ACKLAND WAY, COTTESLOE",RES,Non Strata,2050000,2010-03-04,N,685.436
"209 BROOME ST, COTTESLOE",RES,Non Strata,2050000,2009-09-01,N,675.319
"3 DE BERNALES WALK, COTTESLOE",RES,Strata,2050000,2021-08-11,N,1214.061
"15 CURTIN AV, COTTESLOE",RES,Non Strata,2050000,2020-11-04,N,291
"21 LILLIAN ST, COTTESLOE",RES,Non Strata,2050000,2011-09-09,N,690
"7/24 PRINCES ST, COTTESLOE",RES,Strata,2050000,2022-06-26,N,1702
"17 KATHLEEN ST, COTTESLOE",RES,Non Strata,2040000,2022-02-19,N,465.388
"5 LYONS ST, COTTESLOE",RES,Non Strata,2040000,2016-11-19,N,480.564
"4 AVONMORE TCE, COTTESLOE",RES,Non Strata,2040000,2014-12-05,N,587
"145 BROOME ST, COTTESLOE",RES,Non Strata,2025000,2019-08-03,N,682.853
"11/134 MARINE PDE, COTTESLOE",RES,Strata,2025000,2022-03-12,N,2438
"27 ROSENDO ST, COTTESLOE",RES,Non Strata,2025000,2008-05-07,N,279
"23 B ERIC ST, COTTESLOE",RES,Strata,2020000,2021-12-20,N,708.144
"22 ERIC ST, COTTESLOE",RES,Non Strata,2020000,2016-10-09,N,607
"3 GORDON ST, COTTESLOE",RES,Non Strata,2020000,2018-03-03,N,400
"29 FLORENCE ST, COTTESLOE",RES,Non Strata,2020000,2012-07-11,N,556
"9 LOMA ST, COTTESLOE",RES,Non Strata,2020000,2005-12-03,N,655.085
"29 FLORENCE ST, COTTESLOE",RES,Non Strata,2020000,2012-07-11,N,556
"61 A GRANT ST, COTTESLOE",RES,Non Strata,2015000,2023-02-17,N,556
"61 A GRANT ST, COTTESLOE",RES,Non Strata,2015000,2023-02-17,N,556
"2 SEA VIEW TCE, COTTESLOE",RES,Non Strata,2010000,2016-11-17,N,612.087
"3 BOREHAM ST, COTTESLOE",RES,Non Strata,2010000,2016-08-27,N,703.085
"16 GADSDON ST, COTTESLOE",RES,Non Strata,2000000,2013-12-05,N,297
"1 C EILEEN ST, COTTESLOE",RES,Strata,2000000,2012-06-30,N,190
"61 MARGARET ST, COTTESLOE",RES,Non Strata,2000000,2015-07-21,N,424
"361 MARMION ST, COTTESLOE",RES,Non Strata,2000000,2010-10-29,N,637
"33 ELIZABETH ST, COTTESLOE",RES,Strata,2000000,2021-03-30,N,485
"34 KATHLEEN ST, COTTESLOE",RES,Non Strata,2000000,2014-11-26,N,574.148
"24 GRIVER ST, COTTESLOE",RES,Non Strata,2000000,2014-02-08,N,968.639
"14 BALFOUR ST, COTTESLOE",RES,Strata,2000000,2019-10-18,N,552
"6 CLIVE RD, COTTESLOE",RES,Strata,2000000,2021-11-13,N,864
"12 GRIVER ST, COTTESLOE",RES,Non Strata,2000000,2017-11-17,N,758.725
"2 GRIVER ST, COTTESLOE",RES,Strata,2000000,2015-04-29,N,450
"73 GRANT ST, COTTESLOE",RES,Non Strata,2000000,2022-09-05,N,556
"44 GRANT ST, COTTESLOE",RES,Non Strata,2000000,2021-07-27,N,528.621
"2 LYONS ST, COTTESLOE",RES,Non Strata,2000000,2013-09-16,N,361
"212 BROOME ST, COTTESLOE",RES,Non Strata,2000000,2019-05-11,N,614.568
"3 BRIGHTON ST, COTTESLOE",RES,Non Strata,2000000,2011-04-10,N,614.568
"9 MARGARET ST, COTTESLOE",RES,Non Strata,2000000,2013-08-10,N,432.508
"171 BROOME ST, COTTESLOE",RES,Non Strata,2000000,2015-11-11,N,411
"7 A EILEEN ST, COTTESLOE",RES,Non Strata,2000000,2022-05-25,N,170
"7 GADSDON ST, COTTESLOE",RES,Non Strata,2000000,2016-07-11,N,222
"2 B GADSDON ST, COTTESLOE",RES,Vacant,2000000,2021-02-12,N,189
"2 BOREHAM ST, COTTESLOE",RES,Non Strata,2000000,2018-08-25,N,509
"228 MARMION ST, COTTESLOE",RES,Non Strata,2000000,2014-11-14,N,539
"251 MARMION ST, COTTESLOE",RES,Non Strata,2000000,2012-07-03,N,675
"42 JARRAD ST, COTTESLOE",COM,Non Strata,2000000,2017-09-29,N,435.037
"36 JARRAD ST, COTTESLOE",COM,Non Strata,2000000,2017-09-29,N,435.037
"15 A ROSSER ST, COTTESLOE",RES,Non Strata,2000000,2009-02-09,N,445
"12 SALVADO ST, COTTESLOE",RES,Vacant,2000000,2006-05-17,N,342
"20 A DEANE ST, COTTESLOE",RES,Vacant,2000000,2021-08-16,N,515
"36 PEARSE ST, COTTESLOE",RES,Non Strata,2000000,2012-02-07,N,787
"73 GRANT ST, COTTESLOE",RES,Non Strata,2000000,2022-09-05,N,556
"10 GRIVER ST, COTTESLOE",RES,Non Strata,1999000,2010-02-26,N,758.725
"49 ERIC ST, COTTESLOE",RES,Non Strata,1990000,2018-02-03,N,804
"9 MACARTHUR ST, COTTESLOE",RES,Non Strata,1980000,2019-09-23,N,405
"53 MARGARET ST, COTTESLOE",RES,Non Strata,1975000,2007-07-10,N,341.454
"69 NAPIER ST, COTTESLOE",RES,Non Strata,1975000,2017-12-12,N,809.371
"25 BROOME ST, COTTESLOE",RES,Non Strata,1975000,2012-04-03,N,683
"27 PEARSE ST, COTTESLOE",RES,Non Strata,1975000,2021-10-23,Y,405
"27 PEARSE ST, COTTESLOE",RES,Non Strata,1975000,2021-10-23,Y,147
"33 JARRAD ST, COTTESLOE",COM,Non Strata,1970000,2021-11-30,N,265.575
"22 BEACH ST, COTTESLOE",RES,Non Strata,1965000,2011-04-08,N,456
"3 GADSDON ST, COTTESLOE",RES,Non Strata,1962500,2006-07-01,N,208
"16 ROSSER ST, COTTESLOE",RES,Non Strata,1960000,2010-04-17,N,445
"296 MARMION ST, COTTESLOE",RES,Non Strata,1955500,2009-10-09,N,589.277
"296 MARMION ST, COTTESLOE",RES,Non Strata,1955500,2009-10-09,N,589.277
"220 MARMION ST, COTTESLOE",RES,Non Strata,1951000,2017-07-31,N,752
"118 ERIC ST, COTTESLOE",RES,Non Strata,1950000,2020-11-01,N,819.423
"1 EILEEN ST, COTTESLOE",RES,Non Strata,1950000,2003-10-28,N,758
"42 MARGARET ST, COTTESLOE",RES,Non Strata,1950000,2008-11-22,N,298.456
"223 BROOME ST, COTTESLOE",RES,Non Strata,1950000,2012-12-15,N,741.081
"13 MELVILLE ST, COTTESLOE",RES,Non Strata,1950000,2019-08-25,N,536
"23 ANDREWS PL, COTTESLOE",RES,Non Strata,1950000,2013-01-09,N,728.434
"74 NAPIER ST, COTTESLOE",RES,Non Strata,1950000,2013-10-15,N,624.733
"7 STANHOPE ST, COTTESLOE",RES,Non Strata,1950000,2010-06-08,N,718.317
"74 BROOME ST, COTTESLOE",RES,Non Strata,1950000,2015-03-05,N,801.783
"6 JARRAD ST, COTTESLOE",RES,Non Strata,1950000,2009-12-30,N,763.844
"2 ROSSER ST, COTTESLOE",RES,Non Strata,1950000,2011-10-14,N,560
"9 WARTON ST, COTTESLOE",RES,Non Strata,1950000,2013-02-14,N,508
"14 A LILLIAN ST, COTTESLOE",RES,Non Strata,1950000,2016-11-27,N,390
"26 MACARTHUR ST, COTTESLOE",RES,Non Strata,1945000,2020-01-02,N,381
"10 BRIGHTON ST, COTTESLOE",RES,Non Strata,1935000,2020-05-19,N,667
"26 PERTH ST, COTTESLOE",RES,Non Strata,1935000,2021-09-03,N,280.728
"15 LILLIAN ST, COTTESLOE",RES,Non Strata,1930000,2012-03-09,N,405
"43 A BROOME ST, COTTESLOE",RES,Non Strata,1930000,2019-11-14,N,374
"43 FLORENCE ST, COTTESLOE",RES,Non Strata,1925000,2020-02-17,N,682.907
"43 FLORENCE ST, COTTESLOE",RES,Non Strata,1925000,2020-02-17,N,682.907
"41 A ELIZABETH ST, COTTESLOE",RES,Non Strata,1920000,2009-08-06,N,484
"45 PEARSE ST, COTTESLOE",RES,Non Strata,1910000,2018-01-26,N,387
"33 LYONS ST, COTTESLOE",RES,Non Strata,1902500,2017-03-11,N,685.436
"6 CLARENDON ST, COTTESLOE",RES,Non Strata,1900000,2020-12-24,N,878
"4 A FORREST ST, COTTESLOE",RES,Non Strata,1900000,2004-05-19,N,460
"10 JOHN ST, COTTESLOE",RES,Non Strata,1900000,2017-06-30,N,249
"9 WARNHAM RD, COTTESLOE",RES,Non Strata,1900000,2018-04-15,N,207
"12 FEDERAL ST, COTTESLOE",RES,Non Strata,1900000,2012-01-27,N,614.616
"42 GRIVER ST, COTTESLOE",RES,Non Strata,1900000,2016-04-09,N,968.716
"18 ELIZABETH ST, COTTESLOE",RES,Non Strata,1900000,2020-10-21,N,696
"122 RAILWAY ST, COTTESLOE",RES,Non Strata,1900000,2010-04-27,N,657.614
"33 BOREHAM ST, COTTESLOE",RES,Non Strata,1900000,2023-06-06,N,508.346
"82 RAILWAY ST, COTTESLOE",RES,Non Strata,1900000,2022-01-23,N,908
"7 CONGDON ST, COTTESLOE",RES,Non Strata,1900000,2017-10-10,N,888
"34 FLORENCE ST, COTTESLOE",RES,Non Strata,1900000,2017-01-30,N,657.562
"11 MARGARET ST, COTTESLOE",RES,Non Strata,1900000,2014-02-02,N,440.096
"2 A BIRD ST, COTTESLOE",RES,Vacant,1900000,2019-03-05,N,346
"66 FORREST ST, COTTESLOE",RES,Non Strata,1900000,2005-06-11,N,637.38
"11 WARNHAM RD, COTTESLOE",RES,Non Strata,1900000,2018-05-19,N,207
"137 CURTIN AV, COTTESLOE",RES,Non Strata,1900000,2007-10-05,Y,306
"33 SALVADO ST, COTTESLOE",RES,Non Strata,1900000,2018-01-08,N,491
"34 FLORENCE ST, COTTESLOE",RES,Non Strata,1900000,2017-01-30,N,657.562
"535 STIRLING HWY, COTTESLOE",COM,Non Strata,1896028,2020-02-01,N,2610.222
"2 A GRIVER ST, COTTESLOE",RES,Strata,1895000,2006-06-06,N,470
"76 A ERIC ST, COTTESLOE",RES,Non Strata,1890000,2022-03-13,N,447
"2 KATHLEEN ST, COTTESLOE",RES,Non Strata,1890000,2010-02-22,N,490.681
"86 A GRANT ST, COTTESLOE",RES,Non Strata,1890000,2021-06-03,N,472.976
"18 GRANT ST, COTTESLOE",RES,Non Strata,1890000,2003-07-10,N,434
"114 BROOME ST, COTTESLOE",RES,Non Strata,1890000,2013-09-25,N,650.026
"10 GEORGE ST, COTTESLOE",RES,Non Strata,1885000,2012-09-27,N,501
