address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"16 WILLIAM ST, COTTESLOE",RES,Non Strata,3380000,2023-08-29,N,607
"16 WILLIAM ST, COTTESLOE",RES,Non Strata,3380000,2023-08-29,N,607
"4 SEA VIEW TCE, COTTESLOE",RES,Non Strata,3350000,2020-08-31,N,612.087
"18 OZONE PDE, COTTESLOE",RES,Non Strata,3350000,2012-03-15,N,675.319
"1 CLARENDON ST, COTTESLOE",RES,Non Strata,3350000,2016-11-15,N,818
"4/62 MARINE PDE, COTTESLOE",RES,Strata,3350000,2019-06-21,N,911
"114 GRANT ST, COTTESLOE",RES,Non Strata,3340000,2022-02-25,N,635
"156 B MARINE PDE, COTTESLOE",RES,Strata,3325000,2011-03-10,N,943.349
"119 GRANT ST, COTTESLOE",RES,Non Strata,3310000,2014-07-01,N,1442
"8 ANDREWS PL, COTTESLOE",RES,Non Strata,3305000,2021-02-11,N,715.788
"2/6 HAMERSLEY ST, COTTESLOE",RES,Strata,3300000,2011-11-18,N,1126
"51 GRIVER ST, COTTESLOE",RES,Non Strata,3300000,2021-11-15,N,515
"11 CONGDON ST, COTTESLOE",RES,Non Strata,3300000,2015-11-12,Y,1012
"11 A CONGDON ST, COTTESLOE",RES,Non Strata,3300000,2015-11-12,Y,215
"291 MARMION ST, COTTESLOE",RES,Non Strata,3300000,2022-11-27,N,675
"35 HAWKSTONE ST, COTTESLOE",RES,Non Strata,3300000,2023-01-29,N,749
"19 ANDREWS PL, COTTESLOE",RES,Non Strata,3300000,2014-12-02,N,698.083
"182 LITTLE MARINE PDE, COTTESLOE",RES,Non Strata,3300000,2010-01-30,N,447.683
"6 A BIRD ST, COTTESLOE",RES,Non Strata,3300000,2023-08-03,N,300
"40 JOHN ST, COTTESLOE",RES,Non Strata,3300000,2005-09-05,Y,617
"40 JOHN ST, COTTESLOE",RES,Non Strata,3300000,2005-09-05,Y,617
"1 JARRAD ST, COTTESLOE",RES,Non Strata,3300000,2022-09-12,N,775
"3 GEORGE ST, COTTESLOE",RES,Non Strata,3300000,2017-09-12,N,405
"10 DEANE ST, COTTESLOE",RES,Non Strata,3300000,2017-09-13,N,569
"22 OZONE PDE, COTTESLOE",RES,Non Strata,3295000,2011-09-18,N,675.319
"4 DEANE ST, COTTESLOE",RES,Non Strata,3285000,2015-08-06,N,569
"3 ACKLAND WAY, COTTESLOE",RES,Non Strata,3275000,2017-09-11,N,685.436
"41 NAPIER ST, COTTESLOE",RES,Non Strata,3272500,2021-07-28,N,683
"38 LYONS ST, COTTESLOE",RES,Non Strata,3250000,2022-08-19,N,644.968
"49 JOHN ST, COTTESLOE",RES,Non Strata,3250000,2022-06-14,N,637.38
"16 A ROSENDO ST, COTTESLOE",RES,Strata,3250000,2022-02-08,N,915.601
"44 A BROOME ST, COTTESLOE",RES,Non Strata,3250000,2021-03-04,N,420
"217 MARMION ST, COTTESLOE",RES,Non Strata,3227000,2019-10-22,N,599.441
"71 FORREST ST, COTTESLOE",RES,Non Strata,3227000,2023-07-06,N,875.133
"13 HAWKSTONE ST, COTTESLOE",RES,Non Strata,3225000,2021-02-25,N,402
"38 PEARSE ST, COTTESLOE",RES,Non Strata,3225000,2020-10-26,N,787
"335 MARMION ST, COTTESLOE",RES,Non Strata,3200000,2007-05-07,N,685.436
"27 CONGDON ST, COTTESLOE",RES,Non Strata,3200000,2016-11-12,N,807
"22 WILLIAM ST, COTTESLOE",RES,Non Strata,3200000,2012-05-28,N,607
"4 FLORENCE ST, COTTESLOE",RES,Non Strata,3200000,2022-03-14,N,722
"323 MARMION ST, COTTESLOE",RES,Strata,3200000,2023-04-22,N,609
"7 HAMERSLEY ST, COTTESLOE",RES,Non Strata,3200000,2016-12-24,N,647.446
"7 GERALDINE ST, COTTESLOE",RES,Non Strata,3200000,2018-10-31,N,708.144
"5 HAINING AV, COTTESLOE",RES,Non Strata,3200000,2017-11-13,N,814.365
"10 ATHELSTAN RD, COTTESLOE",RES,Non Strata,3200000,2016-07-03,N,1106
"55 FORREST ST, COTTESLOE",RES,Non Strata,3200000,2021-11-16,N,763.844
"71 GRANT ST, COTTESLOE",RES,Non Strata,3180000,2021-02-24,N,556
"71 GRANT ST, COTTESLOE",RES,Non Strata,3180000,2021-02-24,N,556
"10 LYONS ST, COTTESLOE",RES,Non Strata,3175000,2022-05-03,Y,480.526
"10 LYONS ST, COTTESLOE",RES,Non Strata,3175000,2022-05-03,Y,240
"6 BEACH ST, COTTESLOE",RES,Non Strata,3155000,2011-04-11,N,279
"17 A CHAMBERLAIN ST, COTTESLOE",RES,Non Strata,3150000,2016-10-29,N,506
"63 FORREST ST, COTTESLOE",RES,Non Strata,3150000,2017-09-30,N,814.43
"32 DEANE ST, COTTESLOE",RES,Non Strata,3150000,2012-12-11,N,569.089
"21 C SALVADO ST, COTTESLOE",RES,Non Strata,3140000,2010-09-28,N,326
"26 LYONS ST, COTTESLOE",RES,Non Strata,3125000,2023-08-04,N,480.564
"50 KATHLEEN ST, COTTESLOE",RES,Non Strata,3120000,2021-10-29,N,574.148
"4 GADSDON ST, COTTESLOE",RES,Non Strata,3105000,2003-09-20,N,1133
"8 HAINING AV, COTTESLOE",RES,Non Strata,3100000,2008-02-14,N,902.883
"8 OVERTON GDNS, COTTESLOE",RES,Non Strata,3100000,2019-02-08,N,559
"242 MARINE PDE, COTTESLOE",RES,Non Strata,3100000,2016-11-25,N,365
"204 MARINE PDE, COTTESLOE",RES,Non Strata,3100000,2013-05-21,N,364.217
"8 HAWKSTONE ST, COTTESLOE",RES,Non Strata,3100000,2014-09-13,N,726
"70 NAPIER ST, COTTESLOE",RES,Non Strata,3100000,2021-07-28,N,637.38
"29 JOHN ST, COTTESLOE",RES,Non Strata,3100000,2013-07-04,N,637
"2 BEACH ST, COTTESLOE",RES,Strata,3100000,2021-12-09,N,349
"12 LILLIAN ST, COTTESLOE",RES,Non Strata,3100000,2020-11-09,N,435
"1 MARGARET ST, COTTESLOE",RES,Non Strata,3072000,2014-05-14,N,324
"34 JOHN ST, COTTESLOE",RES,Non Strata,3070000,2016-07-01,N,617
"24 AVONMORE TCE, COTTESLOE",RES,Non Strata,3070000,2003-10-19,Y,1252
"220 BROOME ST, COTTESLOE",RES,Non Strata,3060000,2018-08-29,N,647.497
"1 TORRENS CT, COTTESLOE",RES,Non Strata,3050000,2010-11-02,N,479
"12 REGINALD ST, COTTESLOE",RES,Non Strata,3050000,2023-05-23,N,410
"2 REGINALD ST, COTTESLOE",RES,Non Strata,3042500,2014-03-25,N,402
"29 HAWKSTONE ST, COTTESLOE",RES,Non Strata,3025000,2009-10-11,N,749
"36 BEACH ST, COTTESLOE",RES,Non Strata,3012000,2022-04-20,N,456
"3 EDWARD ST, COTTESLOE",RES,Non Strata,3010000,2023-05-02,N,708.144
"29 A ERIC ST, COTTESLOE",RES,Non Strata,3000000,2022-08-18,N,354
"31 ERIC ST, COTTESLOE",RES,Non Strata,3000000,2020-06-30,N,338
"273 MARMION ST, COTTESLOE",RES,Non Strata,3000000,2021-02-19,N,860
"4 OVERTON GDNS, COTTESLOE",RES,Non Strata,3000000,2015-12-11,N,559
"5 A OVERTON GDNS, COTTESLOE",RES,Non Strata,3000000,2015-06-22,N,265
"50 HAWKSTONE ST, COTTESLOE",RES,Non Strata,3000000,2021-03-05,N,556
"24 HAWKSTONE ST, COTTESLOE",RES,Non Strata,3000000,2022-09-02,N,668
"21 BRIGHTON ST, COTTESLOE",RES,Non Strata,3000000,2021-02-26,N,614.568
"166 MARINE PDE, COTTESLOE",RES,Non Strata,3000000,2002-05-31,Y,126.464
"166 MARINE PDE, COTTESLOE",RES,Non Strata,3000000,2002-05-31,Y,624.684
"23 A GRANT ST, COTTESLOE",RES,Strata,3000000,2021-11-02,N,480
"155 BROOME ST, COTTESLOE",RES,Non Strata,3000000,2021-04-19,N,277
"6 ROSSER ST, COTTESLOE",RES,Non Strata,3000000,2007-09-14,N,885
"19 NAPOLEON ST, COTTESLOE",COM,Non Strata,3000000,2021-11-18,N,510.916
"16 MARINE PDE, COTTESLOE",RES,Non Strata,3000000,2020-11-24,N,395
"42 C MARINE PDE, COTTESLOE",RES,Strata,3000000,2019-05-29,N,713
"4 BEACH ST, COTTESLOE",RES,Non Strata,3000000,2020-02-10,N,408
"15 SALVADO ST, COTTESLOE",RES,Non Strata,3000000,2005-02-02,N,610
"84 MARINE PDE, COTTESLOE",RES,Non Strata,3000000,2011-04-26,N,300
"5 PEARSE ST, COTTESLOE",RES,Non Strata,3000000,2006-04-19,Y,422
"12 DEANE ST, COTTESLOE",RES,Non Strata,3000000,2015-02-27,N,569
"L7 PEARSE ST, COTTESLOE",RES,Non Strata,3000000,2006-04-19,Y,7
"50 HAWKSTONE ST, COTTESLOE",RES,Non Strata,3000000,2021-03-05,N,556
"4 ACKLAND WAY, COTTESLOE",RES,Non Strata,2975000,2014-02-02,N,644.968
"249 MARMION ST, COTTESLOE",RES,Non Strata,2975000,2008-05-09,N,650
"40 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2966000,2020-07-02,N,567
"9 LILLIAN ST, COTTESLOE",RES,Non Strata,2960000,2019-09-23,N,489
"6 OVERTON GDNS, COTTESLOE",RES,Non Strata,2950000,2015-10-15,N,559
"18 MANN ST, COTTESLOE",RES,Non Strata,2950000,2021-01-25,N,794.196
"10 GRANT ST, COTTESLOE",RES,Non Strata,2950000,2009-01-28,N,443
"29 LOMA ST, COTTESLOE",RES,Non Strata,2950000,2012-01-17,N,655
"48 BROOME ST, COTTESLOE",RES,Non Strata,2950000,2011-01-07,N,405
"24 DEANE ST, COTTESLOE",RES,Non Strata,2950000,2020-09-18,N,569.089
"78 GRANT ST, COTTESLOE",RES,Non Strata,2940000,2021-12-13,N,508.386
"1/154 MARINE PDE, COTTESLOE",RES,Strata,2925000,2018-06-27,N,998.988
"26 A GRIVER ST, COTTESLOE",RES,Strata,2925000,2023-01-24,N,472
"17 BROOME ST, COTTESLOE",RES,Non Strata,2925000,2023-02-01,N,360
"7 HAINING AV, COTTESLOE",RES,Non Strata,2901000,2017-10-05,N,814.365
"225 BROOME ST, COTTESLOE",RES,Non Strata,2900000,2020-03-14,N,741.081
"46 GRIVER ST, COTTESLOE",RES,Non Strata,2900000,2022-02-21,N,961.128
"64 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2900000,2023-05-01,N,556
"12 BRIGHTON ST, COTTESLOE",RES,Non Strata,2900000,2012-06-22,N,668
"257 MARMION ST, COTTESLOE",RES,Strata,2900000,2022-11-24,N,480
"283 MARMION ST, COTTESLOE",RES,Non Strata,2900000,2022-10-18,N,489
"9 GEORGE ST, COTTESLOE",RES,Non Strata,2900000,2022-02-07,N,344
"84 A MARINE PDE, COTTESLOE",RES,Non Strata,2900000,2016-02-24,N,300
"11 LILLIAN ST, COTTESLOE",RES,Non Strata,2900000,2018-07-23,N,487
"64 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2900000,2023-05-01,N,556
"353 MARMION ST, COTTESLOE",RES,Non Strata,2880000,2021-06-01,N,644.968
"174 LITTLE MARINE PDE, COTTESLOE",RES,Non Strata,2875000,2013-01-19,N,437.566
"59 JOHN ST, COTTESLOE",RES,Non Strata,2870000,2013-03-11,N,637.38
"15 MARGARET ST, COTTESLOE",RES,Non Strata,2860000,2013-12-02,Y,457.801
"13 MARGARET ST, COTTESLOE",RES,Non Strata,2860000,2013-12-02,Y,447.683
"1 E JOHN ST, COTTESLOE",RES,Strata,2850000,2023-04-09,N,1252
"13 OVERTON GDNS, COTTESLOE",RES,Non Strata,2850000,2020-11-28,N,559
"47 GRIVER ST, COTTESLOE",RES,Non Strata,2850000,2021-03-11,N,574.148
"104 NAPIER ST, COTTESLOE",RES,Non Strata,2850000,2022-06-08,N,708.144
"4 WILLIAM ST, COTTESLOE",RES,Non Strata,2850000,2022-04-16,N,607
"69 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2850000,2021-12-13,N,493.171
"67 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2850000,2022-03-05,N,493.171
"290 MARMION ST, COTTESLOE",RES,Non Strata,2850000,2016-05-04,N,589.277
"179 A BROOME ST, COTTESLOE",RES,Non Strata,2850000,2021-08-17,N,315
"58 JOHN ST, COTTESLOE",RES,Non Strata,2850000,2020-06-03,N,619.675
"16 BARSDEN ST, COTTESLOE",RES,Non Strata,2850000,2018-11-16,N,966.187
"20 REGINALD ST, COTTESLOE",RES,Non Strata,2850000,2023-08-06,N,832
"30 BROOME ST, COTTESLOE",RES,Non Strata,2850000,2016-11-10,N,473
"7 DEANE ST, COTTESLOE",RES,Non Strata,2850000,2014-05-03,N,731
"290 MARMION ST, COTTESLOE",RES,Non Strata,2850000,2016-05-04,N,589.277
"67 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2850000,2022-03-05,N,493.171
"69 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2850000,2021-12-13,N,493.171
"13 OVERTON GDNS, COTTESLOE",RES,Non Strata,2850000,2020-11-28,N,559
"1 A FEDERAL ST, COTTESLOE",RES,Non Strata,2830000,2022-02-14,N,498
"7 EDWARD ST, COTTESLOE",RES,Non Strata,2830000,2022-04-18,N,708.144
"132 BROOME ST, COTTESLOE",RES,Non Strata,2820000,2014-12-06,N,500
"13 C OVERTON GDNS, COTTESLOE",RES,Strata,2820000,2023-02-27,N,559
"13 C OVERTON GDNS, COTTESLOE",RES,Strata,2820000,2023-02-27,N,559
"99 ERIC ST, COTTESLOE",RES,Non Strata,2800000,2022-03-22,N,710.673
"230 BROOME ST, COTTESLOE",RES,Non Strata,2800000,2009-12-23,N,647.497
"11 SALISBURY ST, COTTESLOE",RES,Non Strata,2800000,2020-11-14,N,900
"35 KATHLEEN ST, COTTESLOE",RES,Non Strata,2800000,2022-02-21,N,561.501
"1 A CLARENDON ST, COTTESLOE",RES,Non Strata,2800000,2010-11-18,N,613
"128 BROOME ST, COTTESLOE",RES,Strata,2800000,2020-11-29,N,500
"17 BOREHAM ST, COTTESLOE",RES,Non Strata,2800000,2023-04-25,N,703
"39 NAPIER ST, COTTESLOE",RES,Non Strata,2800000,2020-12-23,N,667.678
"5 B STANHOPE ST, COTTESLOE",RES,Non Strata,2800000,2013-08-31,N,440
"8 SYDNEY ST, COTTESLOE",RES,Non Strata,2800000,2016-10-25,N,655
"18 MARINE PDE, COTTESLOE",RES,Non Strata,2800000,2017-02-18,N,374
"28 MACARTHUR ST, COTTESLOE",RES,Non Strata,2800000,2012-04-03,N,381
"4/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"8/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"7/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"1/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"9/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"10/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"11/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"3/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"5/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"6/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"2/16 AVONMORE TCE, COTTESLOE",RES,Strata,2800000,1999-04-12,Y,2049
"21 B SALVADO ST, COTTESLOE",RES,Non Strata,2800000,2010-06-30,N,326
"10 A SALVADO ST, COTTESLOE",RES,Strata,2800000,2021-09-15,N,963.658
"37 ELIZABETH ST, COTTESLOE",RES,Non Strata,2785000,2022-02-05,N,968.716
"12 ATHELSTAN RD, COTTESLOE",RES,Non Strata,2785000,2018-06-25,N,553
"29 ERIC ST, COTTESLOE",RES,Non Strata,2780000,2007-08-13,N,354
"35 JARRAD ST, COTTESLOE",COM,Non Strata,2772000,2021-11-30,N,341.454
"3 C NAPIER ST, COTTESLOE",RES,Non Strata,2770000,2020-01-13,N,300.662
"93 GRANT ST, COTTESLOE",RES,Non Strata,2762500,2021-09-24,N,618
"8 A NAILSWORTH ST, COTTESLOE",RES,Non Strata,2760000,2014-09-14,N,761
"227 A BROOME ST, COTTESLOE",RES,Strata,2750000,2020-12-24,N,1113
"232 BROOME ST, COTTESLOE",RES,Non Strata,2750000,2017-10-09,N,647.497
"2 ACKLAND WAY, COTTESLOE",RES,Non Strata,2750000,2020-04-04,N,662.673
"45 LYONS ST, COTTESLOE",RES,Non Strata,2750000,2011-11-12,N,685.436
"4/15 OVERTON GDNS, COTTESLOE",RES,Strata,2750000,2023-05-02,N,1677
"14 A FORREST ST, COTTESLOE",RES,Non Strata,2750000,2017-02-11,N,380
"35 A JOHN ST, COTTESLOE",RES,Non Strata,2750000,2018-11-01,N,316
"1 STATION ST, COTTESLOE",COM,Non Strata,2750000,2007-09-15,N,417.332
"7 MACARTHUR ST, COTTESLOE",RES,Non Strata,2750000,2021-05-03,N,405
"8 DEANE ST, COTTESLOE",RES,Non Strata,2750000,2014-10-29,N,569
"44 BROOME ST, COTTESLOE",RES,Non Strata,2750000,2021-03-01,N,420
"28 SALVADO ST, COTTESLOE",RES,Non Strata,2740000,2015-09-08,N,333
"35 JOHN ST, COTTESLOE",RES,Non Strata,2738000,2018-04-07,N,321
"53 PEARSE ST, COTTESLOE",RES,Non Strata,2730000,2008-07-04,N,491
"6 REGINALD ST, COTTESLOE",RES,Non Strata,2729000,2021-01-06,N,405
"164 BROOME ST, COTTESLOE",RES,Non Strata,2720000,2016-02-12,N,503
"26 BOREHAM ST, COTTESLOE",RES,Non Strata,2710000,2020-12-17,N,710.673
"8 WEBB ST, COTTESLOE",RES,Non Strata,2710000,2011-10-23,N,885.25
"20 ERIC ST, COTTESLOE",RES,Non Strata,2700000,2018-08-24,N,563
"334 MARMION ST, COTTESLOE",RES,Non Strata,2700000,2011-10-24,N,574.148
"351 MARMION ST, COTTESLOE",RES,Vacant,2700000,2021-05-03,N,644.968
"109 GRANT ST, COTTESLOE",RES,Non Strata,2700000,2018-05-12,N,862.486
"3 GRIVER ST, COTTESLOE",RES,Non Strata,2700000,2019-11-24,N,857
"28 NAPIER ST, COTTESLOE",RES,Non Strata,2700000,2013-01-21,N,612
"17 JOHN ST, COTTESLOE",RES,Non Strata,2700000,2020-06-26,N,319
"38 FORREST ST, COTTESLOE",RES,Non Strata,2700000,2017-11-18,N,319
"42 JOHN ST, COTTESLOE",RES,Non Strata,2700000,2000-11-13,N,1862
"32 MARINE PDE, COTTESLOE",RES,Non Strata,2700000,2013-11-18,N,397
"11 A MACARTHUR ST, COTTESLOE",RES,Non Strata,2700000,2021-09-11,N,351
"178 LITTLE MARINE PDE, COTTESLOE",RES,Non Strata,2695000,2019-05-13,N,432.508
"69 GRANT ST, COTTESLOE",RES,Non Strata,2675000,2019-07-30,N,556
"26 BROOME ST, COTTESLOE",RES,Non Strata,2675000,2014-11-29,N,593.687
"69 GRANT ST, COTTESLOE",RES,Non Strata,2675000,2019-07-30,N,556
"29 BRIGHTON ST, COTTESLOE",RES,Non Strata,2670000,2019-03-23,N,647.497
"11 WARTON ST, COTTESLOE",RES,Non Strata,2670000,2017-01-15,N,660
"9 BURT ST, COTTESLOE",RES,Non Strata,2651100,2023-06-26,Y,200
"9 A BURT ST, COTTESLOE",RES,Non Strata,2651100,2023-06-26,Y,260
"9 A BURT ST, COTTESLOE",RES,Non Strata,2651100,2023-06-26,Y,260
"9 BURT ST, COTTESLOE",RES,Non Strata,2651100,2023-06-26,Y,200
"8 HAINING AV, COTTESLOE",RES,Strata,2650000,2018-05-15,N,450
"234 BROOME ST, COTTESLOE",RES,Non Strata,2650000,2019-03-09,N,647.497
"4 BIRKBECK AV, COTTESLOE",RES,Non Strata,2650000,2021-04-19,N,453
"51 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2650000,2011-09-07,N,493.171
"36 GRANT ST, COTTESLOE",RES,Non Strata,2650000,2015-02-16,N,619.675
"5 ALBION ST, COTTESLOE",RES,Non Strata,2650000,2021-02-19,N,292
"109 FORREST ST, COTTESLOE",COM,Vacant,2650000,2023-08-04,N,538.738
"1 MACARTHUR ST, COTTESLOE",RES,Non Strata,2650000,2018-04-26,N,443
"21 A SALVADO ST, COTTESLOE",RES,Non Strata,2650000,2008-04-17,N,434
"18 ROSENDO ST, COTTESLOE",RES,Non Strata,2650000,2012-08-24,N,449
"5 ROSSER ST, COTTESLOE",RES,Non Strata,2650000,2014-04-15,N,885.25
"51 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2650000,2011-09-07,N,493.171
"31 GRIVER ST, COTTESLOE",RES,Non Strata,2632500,2022-08-12,N,574.148
"59 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2630000,2023-03-31,N,493.171
"21 WARTON ST, COTTESLOE",RES,Non Strata,2630000,2007-04-14,N,542
"59 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2630000,2023-03-31,N,493.171
"10 MARINE PDE, COTTESLOE",RES,Non Strata,2610000,2019-08-08,N,329
"168 BROOME ST, COTTESLOE",RES,Non Strata,2605000,2020-07-28,N,504
"5 D OVERTON GDNS, COTTESLOE",RES,Non Strata,2600000,2023-06-26,N,265
"227 B BROOME ST, COTTESLOE",RES,Strata,2600000,2020-12-24,N,1113
"66 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2600000,2020-02-04,N,556
"3 LYONS ST, COTTESLOE",RES,Non Strata,2600000,2023-08-12,N,361
"6 KILN LANE, COTTESLOE",RES,Vacant,2600000,2023-03-16,N,500
"12 JARRAD ST, COTTESLOE",RES,Non Strata,2600000,2018-01-09,N,801.783
"11 A ROSENDO ST, COTTESLOE",RES,Strata,2600000,2006-02-03,N,298
"21 DEANE ST, COTTESLOE",RES,Non Strata,2600000,2012-08-05,N,923
"10 REGINALD ST, COTTESLOE",RES,Non Strata,2600000,2023-03-10,N,405
"1 A LILLIAN ST, COTTESLOE",RES,Non Strata,2600000,2018-11-02,N,405
"37 A PEARSE ST, COTTESLOE",RES,Non Strata,2600000,2017-07-03,N,344
"66 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2600000,2020-02-04,N,556
"16 ALBION ST, COTTESLOE",RES,Non Strata,2585000,2019-06-20,N,664
"15 CONGDON ST, COTTESLOE",RES,Strata,2575000,2018-03-24,N,772
"25 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2575000,2018-04-03,N,672.736
"31 LOMA ST, COTTESLOE",RES,Non Strata,2575000,2020-05-06,N,650
"84 RAILWAY ST, COTTESLOE",RES,Non Strata,2570000,2020-10-06,N,792
"12 MARINE PDE, COTTESLOE",RES,Non Strata,2565000,2013-10-26,N,372
"3/19 ERIC ST, COTTESLOE",RES,Strata,2550000,2015-10-13,N,1337
"138 MARINE PDE, COTTESLOE",RES,Vacant,2550000,2014-08-01,N,297
"244 BROOME ST, COTTESLOE",RES,Non Strata,2550000,2014-03-25,N,647.497
"231 BROOME ST, COTTESLOE",RES,Non Strata,2550000,2006-03-29,N,878
"287 MARMION ST, COTTESLOE",RES,Non Strata,2550000,2020-11-10,N,767
"114 FORREST ST, COTTESLOE",COM,Non Strata,2550000,2019-03-14,N,505.857
"21 ROSSER ST, COTTESLOE",RES,Non Strata,2550000,2021-11-13,N,445
"23 PRINCES ST, COTTESLOE",RES,Non Strata,2550000,2020-09-21,N,509
"1/13 SALVADO ST, COTTESLOE",RES,Strata,2540000,2023-05-12,N,827
"1/158 MARINE PDE, COTTESLOE",RES,Strata,2535000,2019-10-26,N,882.65
"41 LYONS ST, COTTESLOE",RES,Non Strata,2525000,2019-10-18,N,685.436
"100 NAPIER ST, COTTESLOE",RES,Non Strata,2525000,2008-05-16,N,708.144
"65 GRANT ST, COTTESLOE",RES,Non Strata,2525000,2013-05-02,N,556
"16 LOMA ST, COTTESLOE",RES,Non Strata,2525000,2014-05-24,N,673
"15 MACARTHUR ST, COTTESLOE",RES,Non Strata,2525000,2013-09-14,N,366
"1 AVONMORE TCE, COTTESLOE",RES,Strata,2525000,2012-04-14,N,847
"65 GRANT ST, COTTESLOE",RES,Non Strata,2525000,2013-05-02,N,556
"4 NAILSWORTH ST, COTTESLOE",RES,Vacant,2520000,2015-06-08,N,1069
"8 HENRY RD, COTTESLOE",RES,Non Strata,2512000,2023-06-27,N,566.56
"103 ERIC ST, COTTESLOE",RES,Non Strata,2500000,2019-03-08,N,710.673
"22 ELIZABETH ST, COTTESLOE",RES,Non Strata,2500000,2022-07-08,N,774
"14 MANN ST, COTTESLOE",RES,Non Strata,2500000,2015-07-07,N,794.196
"61 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2500000,2012-06-20,N,493.171
"74 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2500000,2007-10-29,N,592
"14 BRIGHTON ST, COTTESLOE",RES,Non Strata,2500000,2008-03-01,N,667
"20 BRIGHTON ST, COTTESLOE",RES,Non Strata,2500000,2012-08-14,N,480
"11 LOMA ST, COTTESLOE",RES,Non Strata,2500000,2019-09-07,N,655.085
"11 A BARSDEN ST, COTTESLOE",RES,Strata,2500000,2017-10-19,N,428
"21 BROOME ST, COTTESLOE",RES,Non Strata,2500000,2016-06-24,N,352
"18 DEANE ST, COTTESLOE",RES,Non Strata,2500000,2009-01-20,N,351
"11 DEANE ST, COTTESLOE",RES,Non Strata,2500000,2004-05-12,N,911
"27 A DEANE ST, COTTESLOE",RES,Non Strata,2500000,2012-05-06,N,448
"5 LILLIAN ST, COTTESLOE",RES,Non Strata,2500000,2021-10-27,N,405
"61 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2500000,2012-06-20,N,493.171
"74 HAWKSTONE ST, COTTESLOE",RES,Non Strata,2500000,2007-10-29,N,592
"18 DEANE ST, COTTESLOE",RES,Non Strata,2500000,2009-01-20,N,351
"21 FLORENCE ST, COTTESLOE",RES,Non Strata,2495000,2017-11-28,N,567
"72 NAPIER ST, COTTESLOE",RES,Non Strata,2495000,2010-01-31,N,637.38
"21 FLORENCE ST, COTTESLOE",RES,Non Strata,2495000,2017-11-28,N,567
"22 BRIGHTON ST, COTTESLOE",RES,Non Strata,2480000,2009-07-19,N,854
"26 JARRAD ST, COTTESLOE",RES,Non Strata,2480000,2021-08-07,N,870.074
"3 MACARTHUR ST, COTTESLOE",RES,Non Strata,2479500,2021-11-08,N,435
"8 STANHOPE ST, COTTESLOE",RES,Non Strata,2475000,2015-03-27,N,718.317
"11 FLORENCE ST, COTTESLOE",RES,Non Strata,2450000,2006-09-08,N,912
"31 BRIGHTON ST, COTTESLOE",RES,Non Strata,2450000,2017-11-11,N,647.497
"6 ACKLAND WAY, COTTESLOE",RES,Non Strata,2450000,2020-12-01,N,660.143
"16 FEDERAL ST, COTTESLOE",RES,Non Strata,2450000,2017-04-10,N,604.499
"53 LYONS ST, COTTESLOE",RES,Non Strata,2450000,2020-10-24,N,771
"47 KATHLEEN ST, COTTESLOE",RES,Non Strata,2450000,2021-04-07,N,564.031
"166 BROOME ST, COTTESLOE",RES,Non Strata,2450000,2013-10-18,N,503
"253 MARMION ST, COTTESLOE",RES,Non Strata,2450000,2009-06-19,N,911
"1 BOREHAM ST, COTTESLOE",RES,Non Strata,2450000,2021-09-12,N,703.085
"22 LOMA ST, COTTESLOE",RES,Non Strata,2450000,2018-02-06,N,655
"112 BROOME ST, COTTESLOE",RES,Non Strata,2450000,2006-06-02,N,650.026
"14 B BROOME ST, COTTESLOE",RES,Strata,2450000,2016-12-23,N,509
"31 BEACH ST, COTTESLOE",RES,Non Strata,2450000,2010-04-24,N,314
