"sale_amount","sale_date","property_status","address","multi_lot_sale","land_area","suburb"
910000,"1997-07-03","House","17 GRANT ST, COTTESLOE","N",567,"COTTESLOE"
3650000,"2022-04-23","House","181 BROOME ST, COTTESLOE","N",627,"COTTESLOE"
325000,"1995-04-09","Empty block","6 HAWKSTONE ST, COTTESLOE","N",363,"COTTESLOE"
4220000,"2022-12-06","House","6 A HAWKSTONE ST, COTTESLOE","N",363,"COTTESLOE"
3100000,"2014-09-13","House","8 HAWKSTONE ST, COTTESLOE","N",726,"COTTESLOE"
2400000,"2012-11-14","House","10 HAWKSTONE ST, COTTESLOE","N",562,"COTTESLOE"
2850000,"2021-08-17","House","179 A BROOME ST, COTTESLOE","N",315,"COTTESLOE"
3800000,"2022-12-02","House","180 BROOME ST, COTTESLOE","N",687,"COTTESLOE"
1450000,"2005-10-27","Strata","23 GRANT ST, COTTESLOE","N",425,"COTTESLOE"
3500000,"2021-12-13","House","182 BROOME ST, COTTESLOE","N",687,"COTTESLOE"
2350000,"2016-11-12","House","186 BROOME ST, COTTESLOE","N",687,"COTTESLOE"
3000000,"2021-11-02","Strata","23 A GRANT ST, COTTESLOE","N",480,"COTTESLOE"
1330000,"2004-12-25","House","25 GRANT ST, COTTESLOE","N",572,"COTTESLOE"
450000,"1999-03-22","Empty block","16 A HAWKSTONE ST, COTTESLOE","N",502,"COTTESLOE"
500000,"1999-08-20","Empty block","20 HAWKSTONE ST, COTTESLOE","N",502,"COTTESLOE"
2300000,"2013-02-19","House","18 HAWKSTONE ST, COTTESLOE","N",502,"COTTESLOE"
280000,"1992-02-10","House","31 GRANT ST, COTTESLOE","N",706,"COTTESLOE"
3480000,"2014-04-29","House","174 BROOME ST, COTTESLOE","N",653,"COTTESLOE"
771000,"2001-10-20","House","172 BROOME ST, COTTESLOE","N",652.556,"COTTESLOE"
2300000,"2020-07-19","House","170 BROOME ST, COTTESLOE","N",652.556,"COTTESLOE"
2605000,"2020-07-28","House","168 BROOME ST, COTTESLOE","N",504,"COTTESLOE"
2450000,"2013-10-18","House","166 BROOME ST, COTTESLOE","N",503,"COTTESLOE"
2720000,"2016-02-12","House","164 BROOME ST, COTTESLOE","N",503,"COTTESLOE"
4500000,"2023-08-17","Strata","1/19 CHAMBERLAIN ST, COTTESLOE","N",492,"COTTESLOE"
1700000,"2017-11-25","Strata","2/19 CHAMBERLAIN ST, COTTESLOE","N",393,"COTTESLOE"
1300000,"2013-01-07","Empty block","17 B CHAMBERLAIN ST, COTTESLOE","N",506,"COTTESLOE"
3150000,"2016-10-29","House","17 A CHAMBERLAIN ST, COTTESLOE","N",506,"COTTESLOE"
3500000,"2016-11-03","House","21 HAWKSTONE ST, COTTESLOE","N",672.79,"COTTESLOE"
1300000,"2016-05-12","Strata","15 B CHAMBERLAIN ST, COTTESLOE","N",528,"COTTESLOE"
1300000,"2012-02-05","House","160 BROOME ST, COTTESLOE","N",503,"COTTESLOE"
706000,"2001-08-09","House","6 TORRENS ST, COTTESLOE","N",303,"COTTESLOE"
1875000,"2006-01-31","House","157 BROOME ST, COTTESLOE","N",304,"COTTESLOE"
2300000,"2007-01-17","House","159 BROOME ST, COTTESLOE","N",303,"COTTESLOE"
1240000,"2006-02-16","Empty block","2 TORRENS ST, COTTESLOE","N",325,"COTTESLOE"
3000000,"2021-04-19","House","155 BROOME ST, COTTESLOE","N",277,"COTTESLOE"
455000,"2000-11-14","Empty block","9 CHAMBERLAIN ST, COTTESLOE","N",506,"COTTESLOE"
185000,"1994-07-16","House","2/8 HAMERSLEY ST, COTTESLOE","N",634.8,"COTTESLOE"
110000,"1990-01-13","House","6/8 HAMERSLEY ST, COTTESLOE","N",634.8,"COTTESLOE"
520000,"2006-01-21","House","8 HAMERSLEY ST, COTTESLOE","N",634.8,"COTTESLOE"
208500,"1998-06-09","House","3/8 HAMERSLEY ST, COTTESLOE","N",634.8,"COTTESLOE"
450000,"1994-10-12","Empty block","7 TORRENS ST, COTTESLOE","N",610,"COTTESLOE"
400000,"1995-09-22","House","5 TORRENS CT, COTTESLOE","N",479,"COTTESLOE"
3050000,"2010-11-02","House","1 TORRENS CT, COTTESLOE","N",479,"COTTESLOE"
4400000,"2017-03-13","House","3 TORRENS CT, COTTESLOE","N",479,"COTTESLOE"
4100000,"2006-05-21","House","13 A HAMERSLEY ST, COTTESLOE","N",325,"COTTESLOE"
4125000,"2021-11-25","House","13 HAMERSLEY ST, COTTESLOE","N",325,"COTTESLOE"
3820000,"2018-04-02","House","11 A HAMERSLEY ST, COTTESLOE","N",325,"COTTESLOE"
3400000,"2015-12-01","House","11 HAMERSLEY ST, COTTESLOE","N",325,"COTTESLOE"
3200000,"2016-12-24","House","7 HAMERSLEY ST, COTTESLOE","N",647.446,"COTTESLOE"
2350000,"2011-01-24","House","5 HAMERSLEY ST, COTTESLOE","N",325,"COTTESLOE"
917600,"2004-03-26","House","7 EILEEN ST, COTTESLOE","N",170,"COTTESLOE"
2000000,"2022-05-25","House","7 A EILEEN ST, COTTESLOE","N",170,"COTTESLOE"
395000,"1993-09-18","House","9 EILEEN ST, COTTESLOE","N",612,"COTTESLOE"
2000000,"2016-07-11","House","7 GADSDON ST, COTTESLOE","N",222,"COTTESLOE"
1350000,"2005-02-11","House","5 GADSDON ST, COTTESLOE","N",200,"COTTESLOE"
1962500,"2006-07-01","House","3 GADSDON ST, COTTESLOE","N",208,"COTTESLOE"
1700000,"2005-02-22","House","135 BROOME ST, COTTESLOE","N",638,"COTTESLOE"
2145000,"2018-12-05","House","11 GERALDINE ST, COTTESLOE","N",582,"COTTESLOE"
820000,"2001-05-29","House","9 GERALDINE ST, COTTESLOE","N",708.144,"COTTESLOE"
1375000,"2020-12-17","Strata","137 BROOME ST, COTTESLOE","N",445,"COTTESLOE"
3105000,"2003-09-20","House","4 GADSDON ST, COTTESLOE","N",1133,"COTTESLOE"
5200000,"2008-01-23","House","1 GERALDINE ST, COTTESLOE","N",708.144,"COTTESLOE"
2300000,"2018-02-13","House","6 GADSDON ST, COTTESLOE","N",270,"COTTESLOE"
4750000,"2021-04-19","House","1 A GERALDINE ST, COTTESLOE","N",355,"COTTESLOE"
280000,"1995-12-04","Empty block","6 A GADSDON ST, COTTESLOE","N",270,"COTTESLOE"
1300000,"2009-06-17","Strata","10 A GADSDON ST, COTTESLOE","N",293,"COTTESLOE"
1650000,"2023-03-01","Strata","10 B GADSDON ST, COTTESLOE","N",316,"COTTESLOE"
470000,"2000-04-22","Strata","12 GADSDON ST, COTTESLOE","N",314,"COTTESLOE"
265000,"1991-11-04","Empty block","12 GERALDINE ST, COTTESLOE","N",756.196,"COTTESLOE"
370000,"1994-04-09","House","143 BROOME ST, COTTESLOE","N",682.853,"COTTESLOE"
3450000,"2019-07-10","House","5 GERALDINE ST, COTTESLOE","N",708.144,"COTTESLOE"
3200000,"2018-10-31","House","7 GERALDINE ST, COTTESLOE","N",708.144,"COTTESLOE"
535000,"1999-03-22","Strata","139 BROOME ST, COTTESLOE","N",317,"COTTESLOE"
3500000,"2020-10-17","House","140 BROOME ST, COTTESLOE","N",827,"COTTESLOE"
800000,"2000-10-21","House","9 NAILSWORTH ST, COTTESLOE","N",607,"COTTESLOE"
2800000,"2010-11-18","House","1 A CLARENDON ST, COTTESLOE","N",613,"COTTESLOE"
4015000,"2010-09-08","House","138 BROOME ST, COTTESLOE","N",1214,"COTTESLOE"
3550000,"2021-04-18","Strata","142 BROOME ST, COTTESLOE","N",678,"COTTESLOE"
1620000,"2003-10-12","Strata","2 B CLARENDON ST, COTTESLOE","N",330,"COTTESLOE"
3500000,"2016-02-08","House","1 CHAMBERLAIN ST, COTTESLOE","N",1012,"COTTESLOE"
2400000,"2023-06-16","Strata","3 A CHAMBERLAIN ST, COTTESLOE","N",490,"COTTESLOE"
3600000,"2015-06-26","House","12 NAILSWORTH ST, COTTESLOE","N",571,"COTTESLOE"
3350000,"2016-11-15","House","1 CLARENDON ST, COTTESLOE","N",818,"COTTESLOE"
1225000,"2005-07-31","Empty block","10 NAILSWORTH ST, COTTESLOE","N",440,"COTTESLOE"
2760000,"2014-09-14","House","8 A NAILSWORTH ST, COTTESLOE","N",761,"COTTESLOE"
2520000,"2015-06-08","Empty block","4 NAILSWORTH ST, COTTESLOE","N",1069,"COTTESLOE"
4800000,"2020-10-18","Strata","6 B NAILSWORTH ST, COTTESLOE","N",570,"COTTESLOE"
4850000,"2020-10-23","Strata","6 A NAILSWORTH ST, COTTESLOE","N",578,"COTTESLOE"
5820000,"2007-08-04","House","5 CLARENDON ST, COTTESLOE","N",1284,"COTTESLOE"
1655000,"2015-12-10","Empty block","1 KILN LANE, COTTESLOE","N",614,"COTTESLOE"
3700000,"2021-01-25","House","5 NAILSWORTH ST, COTTESLOE","N",490,"COTTESLOE"
3525000,"2022-09-05","House","5 A NAILSWORTH ST, COTTESLOE","N",518,"COTTESLOE"
885000,"1999-03-20","House","7 A NAILSWORTH ST, COTTESLOE","N",512,"COTTESLOE"
450000,"2000-04-03","Empty block","130 A BROOME ST, COTTESLOE","N",383,"COTTESLOE"
2820000,"2014-12-06","House","132 BROOME ST, COTTESLOE","N",500,"COTTESLOE"
1700000,"2020-12-16","Strata","128 A BROOME ST, COTTESLOE","N",512,"COTTESLOE"
2800000,"2020-11-29","Strata","128 BROOME ST, COTTESLOE","N",500,"COTTESLOE"
1775000,"2002-04-06","House","126 BROOME ST, COTTESLOE","N",1012,"COTTESLOE"
6600000,"2020-09-11","House","3 NAILSWORTH ST, COTTESLOE","N",1082,"COTTESLOE"
2250000,"2019-11-13","House","2 A NAILSWORTH ST, COTTESLOE","N",483,"COTTESLOE"
4350000,"2022-04-14","House","8 KILN LANE, COTTESLOE","N",501,"COTTESLOE"
1405000,"2015-06-11","Empty block","10 KILN LANE, COTTESLOE","N",500,"COTTESLOE"
1415000,"2015-05-23","Empty block","12 KILN LANE, COTTESLOE","N",500,"COTTESLOE"
1285000,"2016-03-13","Empty block","5 KILN LANE, COTTESLOE","N",554,"COTTESLOE"
4600000,"2009-05-01","House","7 CLARENDON ST, COTTESLOE","N",1649,"COTTESLOE"
4000000,"2020-09-27","House","9 KILN LANE, COTTESLOE","N",468,"COTTESLOE"
1400000,"2015-09-26","Empty block","7 KILN LANE, COTTESLOE","N",501,"COTTESLOE"
3700000,"2021-04-29","House","11 KILN LANE, COTTESLOE","N",464,"COTTESLOE"
4310000,"2020-11-03","House","13 KILN LANE, COTTESLOE","N",611,"COTTESLOE"
990000,"1998-04-29","House","9 CLARENDON ST, COTTESLOE","N",1574,"COTTESLOE"
8500000,"2021-09-14","House","11 CLARENDON ST, COTTESLOE","N",1422,"COTTESLOE"
2370000,"2016-11-12","House","15 CLARENDON ST, COTTESLOE","N",455,"COTTESLOE"
2100000,"2006-06-01","House","263 MARMION ST, COTTESLOE","N",776,"COTTESLOE"
3900000,"2021-11-30","House","261 MARMION ST, COTTESLOE","N",911,"COTTESLOE"
1710000,"2015-11-05","Empty block","3 KILN LANE, COTTESLOE","N",631,"COTTESLOE"
1250000,"2016-03-20","Empty block","8 NAILSWORTH ST, COTTESLOE","N",353,"COTTESLOE"
2600000,"2023-03-16","Empty block","6 KILN LANE, COTTESLOE","N",500,"COTTESLOE"
4700000,"2018-04-12","House","259 MARMION ST, COTTESLOE","N",911,"COTTESLOE"
1100000,"2014-04-08","Strata","257 A MARMION ST, COTTESLOE","N",354,"COTTESLOE"
2900000,"2022-11-24","Strata","257 MARMION ST, COTTESLOE","N",480,"COTTESLOE"
290000,"1991-05-07","House","255 MARMION ST, COTTESLOE","N",911,"COTTESLOE"
1850000,"2015-05-28","Empty block","14 KILN LANE, COTTESLOE","N",656,"COTTESLOE"
2450000,"2009-06-19","House","253 MARMION ST, COTTESLOE","N",911,"COTTESLOE"
4000000,"2022-02-24","House","256 MARMION ST, COTTESLOE","N",607.028,"COTTESLOE"
351500,"1995-04-26","House","254 MARMION ST, COTTESLOE","N",607.028,"COTTESLOE"
190000,"1991-09-30","House","9 HENRY RD, COTTESLOE","N",607.028,"COTTESLOE"
172500,"1990-03-09","House","7 HENRY RD, COTTESLOE","N",607.028,"COTTESLOE"
580000,"2001-04-01","House","9 ATHELSTAN RD, COTTESLOE","N",594.382,"COTTESLOE"
2140000,"2020-12-05","House","11 ATHELSTAN RD, COTTESLOE","N",637.38,"COTTESLOE"
585000,"2000-04-15","House","5 HENRY RD, COTTESLOE","N",607.028,"COTTESLOE"
3670000,"2022-11-15","House","252 MARMION ST, COTTESLOE","N",607.028,"COTTESLOE"
67500,"1990-07-19","House","250 MARMION ST, COTTESLOE","N",607.028,"COTTESLOE"
1700000,"2020-09-23","House","6 HENRY RD, COTTESLOE","N",508.386,"COTTESLOE"
1032500,"2014-10-18","House","223 CURTIN AV, COTTESLOE","N",447.683,"COTTESLOE"
1095000,"2017-12-29","House","225 CURTIN AV, COTTESLOE","N",518.503,"COTTESLOE"
2512000,"2023-06-27","House","8 HENRY RD, COTTESLOE","N",566.56,"COTTESLOE"
1480000,"2007-12-05","House","4 HENRY RD, COTTESLOE","N",508.386,"COTTESLOE"
1342500,"2014-08-07","House","229 CURTIN AV, COTTESLOE","N",607.028,"COTTESLOE"
482000,"1998-11-30","House","10 HENRY RD, COTTESLOE","N",566.56,"COTTESLOE"
1310000,"2011-03-12","House","17 ATHELSTAN RD, COTTESLOE","N",637.38,"COTTESLOE"
672000,"2004-08-10","House","15 ATHELSTAN RD, COTTESLOE","N",637.38,"COTTESLOE"
600000,"2002-02-16","House","13 ATHELSTAN RD, COTTESLOE","N",637.38,"COTTESLOE"
690000,"2000-07-27","Empty block","19 ATHELSTAN RD, COTTESLOE","N",345,"COTTESLOE"
1230000,"2016-02-13","House","231 CURTIN AV, COTTESLOE","N",614,"COTTESLOE"
1648000,"2011-09-22","House","1 HAINING AV, COTTESLOE","N",814.365,"COTTESLOE"
1000000,"2014-08-25","Empty block","2 A ATHELSTAN RD, COTTESLOE","N",331,"COTTESLOE"
840000,"2017-02-10","Empty block","2 B ATHELSTAN RD, COTTESLOE","N",329,"COTTESLOE"
1650000,"2015-12-01","Strata","2 C ATHELSTAN RD, COTTESLOE","N",329,"COTTESLOE"
1200000,"2002-07-27","House","3 HAINING AV, COTTESLOE","N",832.069,"COTTESLOE"
800000,"2016-01-18","Empty block","2 D ATHELSTAN RD, COTTESLOE","N",330,"COTTESLOE"
1500000,"2012-09-28","House","6 ATHELSTAN RD, COTTESLOE","N",816.894,"COTTESLOE"
3200000,"2017-11-13","House","5 HAINING AV, COTTESLOE","N",814.365,"COTTESLOE"
800000,"2016-03-18","Empty block","2 E ATHELSTAN RD, COTTESLOE","N",330,"COTTESLOE"
2901000,"2017-10-05","House","7 HAINING AV, COTTESLOE","N",814.365,"COTTESLOE"
2350000,"2018-06-18","House","8 ATHELSTAN RD, COTTESLOE","N",816.894,"COTTESLOE"
2250000,"2009-12-17","House","9 HAINING AV, COTTESLOE","N",832.069,"COTTESLOE"
3200000,"2016-07-03","House","10 ATHELSTAN RD, COTTESLOE","N",1106,"COTTESLOE"
1600000,"2015-05-11","House","11 HAINING AV, COTTESLOE","N",821.952,"COTTESLOE"
2785000,"2018-06-25","House","12 ATHELSTAN RD, COTTESLOE","N",553,"COTTESLOE"
1825000,"2012-04-12","House","12 HAINING AV, COTTESLOE","N",454,"COTTESLOE"
5530000,"2022-09-10","House","269 MARMION ST, COTTESLOE","N",821,"COTTESLOE"
7350000,"2022-01-21","House","16 CLARENDON ST, COTTESLOE","N",637,"COTTESLOE"
4000000,"2019-12-09","House","18 CLARENDON ST, COTTESLOE","N",521,"COTTESLOE"
4000000,"2012-08-18","House","2 CLARENDON ST, COTTESLOE","N",810,"COTTESLOE"
735000,"1994-03-28","House","2 CHAMBERLAIN ST, COTTESLOE","N",637,"COTTESLOE"
265000,"1993-07-07","Strata","6 CHAMBERLAIN ST, COTTESLOE","N",561,"COTTESLOE"
2055000,"2021-03-23","Strata","8 B CHAMBERLAIN ST, COTTESLOE","N",550,"COTTESLOE"
560000,"2004-07-29","Strata","8 A CHAMBERLAIN ST, COTTESLOE","N",426,"COTTESLOE"
3800000,"2022-10-10","House","5 FLORENCE ST, COTTESLOE","N",809.307,"COTTESLOE"
4325000,"2015-11-24","House","7 FLORENCE ST, COTTESLOE","N",809.307,"COTTESLOE"
228125,"2015-10-16","House","9 FLORENCE ST, COTTESLOE","N",809.307,"COTTESLOE"
468750,"2015-10-16","House","9 FLORENCE ST, COTTESLOE","N",809.307,"COTTESLOE"
937500,"2015-10-16","House","9 FLORENCE ST, COTTESLOE","N",809.307,"COTTESLOE"
2220000,"2019-06-18","House","281 MARMION ST, COTTESLOE","N",701,"COTTESLOE"
1800000,"2017-04-27","House","13 FLORENCE ST, COTTESLOE","N",489,"COTTESLOE"
2900000,"2022-10-18","House","283 MARMION ST, COTTESLOE","N",489,"COTTESLOE"
1100000,"2016-01-23","Strata","279 A MARMION ST, COTTESLOE","N",440,"COTTESLOE"
528816,"2009-08-13","House","278 MARMION ST, COTTESLOE","N",678,"COTTESLOE"
2125000,"2021-07-12","Strata","280 MARMION ST, COTTESLOE","N",473,"COTTESLOE"
1530000,"2015-04-17","House","17 FLORENCE ST, COTTESLOE","N",676,"COTTESLOE"
280000,"1990-11-19","House","19 FLORENCE ST, COTTESLOE","N",567,"COTTESLOE"
1815000,"2010-03-17","House","284 MARMION ST, COTTESLOE","N",589.277,"COTTESLOE"
1870000,"2014-02-07","House","25 FLORENCE ST, COTTESLOE","N",567,"COTTESLOE"
2020000,"2012-07-11","House","29 FLORENCE ST, COTTESLOE","N",556,"COTTESLOE"
1600000,"2010-03-10","House","27 FLORENCE ST, COTTESLOE","N",567,"COTTESLOE"
1650000,"2020-05-09","House","23 FLORENCE ST, COTTESLOE","N",566,"COTTESLOE"
2495000,"2017-11-28","House","21 FLORENCE ST, COTTESLOE","N",567,"COTTESLOE"
2420000,"2021-03-19","House","1 A CHARLES ST, COTTESLOE","N",299,"COTTESLOE"
1650000,"2013-03-24","House","1 B CHARLES ST, COTTESLOE","N",299,"COTTESLOE"
2310000,"2021-04-17","House","1 CHARLES ST, COTTESLOE","N",366,"COTTESLOE"
1075000,"2005-06-30","House","1 D CHARLES ST, COTTESLOE","N",299,"COTTESLOE"
1535000,"2015-12-15","House","1 C CHARLES ST, COTTESLOE","N",299,"COTTESLOE"
1880000,"2013-03-13","House","45 FLORENCE ST, COTTESLOE","N",680.378,"COTTESLOE"
207000,"1992-08-06","House","41 FLORENCE ST, COTTESLOE","N",682.907,"COTTESLOE"
1925000,"2020-02-17","House","43 FLORENCE ST, COTTESLOE","N",682.907,"COTTESLOE"
178000,"1991-05-07","House","39 FLORENCE ST, COTTESLOE","N",682.907,"COTTESLOE"
3500000,"2014-11-07","House","35 FLORENCE ST, COTTESLOE","N",682.907,"COTTESLOE"
850000,"2003-11-29","House","255 CURTIN AV, COTTESLOE","N",513,"COTTESLOE"
220000,"1996-06-27","Strata","49 FLORENCE ST, COTTESLOE","N",479,"COTTESLOE"
1100000,"2015-02-01","Strata","47 FLORENCE ST, COTTESLOE","N",591,"COTTESLOE"
407500,"1999-09-30","House","2 EDWARD ST, COTTESLOE","N",708,"COTTESLOE"
2800000,"2023-04-25","House","17 BOREHAM ST, COTTESLOE","N",703,"COTTESLOE"
1300000,"2008-03-20","House","14 WENTWORTH ST, COTTESLOE","N",469,"COTTESLOE"
1700000,"2022-07-21","House","9 BOREHAM ST, COTTESLOE","N",470,"COTTESLOE"
1820000,"2018-02-13","House","7 BOREHAM ST, COTTESLOE","N",470.41,"COTTESLOE"
2450000,"2021-09-12","House","1 BOREHAM ST, COTTESLOE","N",703.085,"COTTESLOE"
2010000,"2016-08-27","House","3 BOREHAM ST, COTTESLOE","N",703.085,"COTTESLOE"
1482500,"2021-06-14","House","60 RAILWAY ST, COTTESLOE","N",614.568,"COTTESLOE"
960000,"2003-08-29","Empty block","2 WENTWORTH ST, COTTESLOE","N",708,"COTTESLOE"
1340000,"2021-01-30","House","62 RAILWAY ST, COTTESLOE","N",531.108,"COTTESLOE"
2000000,"2018-08-25","House","2 BOREHAM ST, COTTESLOE","N",509,"COTTESLOE"
310000,"2003-03-25","Empty block","2 BOREHAM ST, COTTESLOE","N",484,"COTTESLOE"
985000,"2011-03-04","House","68 RAILWAY ST, COTTESLOE","N",632.271,"COTTESLOE"
2100000,"2017-07-22","House","4 BOREHAM ST, COTTESLOE","N",509,"COTTESLOE"
1700000,"2020-10-27","House","8 MILLERS CT, COTTESLOE","N",376,"COTTESLOE"
1470000,"2018-04-11","House","10 MILLERS CT, COTTESLOE","N",351,"COTTESLOE"
1670000,"2017-01-31","House","3 CHARLES ST, COTTESLOE","N",366,"COTTESLOE"
1610000,"2019-09-05","House","5 CHARLES ST, COTTESLOE","N",366,"COTTESLOE"
1450000,"2009-11-02","House","3 MILLERS CT, COTTESLOE","N",375,"COTTESLOE"
1550000,"2014-02-03","House","7 CHARLES ST, COTTESLOE","N",352,"COTTESLOE"
1350000,"2006-03-18","House","9 CHARLES ST, COTTESLOE","N",361,"COTTESLOE"
1500000,"2021-05-25","House","6 MILLERS CT, COTTESLOE","N",352,"COTTESLOE"
1330000,"2013-09-16","House","4 MILLERS CT, COTTESLOE","N",351,"COTTESLOE"
1575000,"2021-10-27","House","2 MILLERS CT, COTTESLOE","N",351,"COTTESLOE"
1350000,"2017-11-17","Empty block","1 A WENTWORTH ST, COTTESLOE","N",231,"COTTESLOE"
1300000,"2019-02-19","Strata","1 B WENTWORTH ST, COTTESLOE","N",230,"COTTESLOE"
1170000,"2021-01-25","House","1 WENTWORTH ST, COTTESLOE","N",278.199,"COTTESLOE"
2300000,"2022-08-04","House","21 ATHELSTAN RD, COTTESLOE","N",345,"COTTESLOE"
1710000,"2014-10-04","House","23 ATHELSTAN RD, COTTESLOE","N",345,"COTTESLOE"
1125000,"2005-10-15","House","25 ATHELSTAN RD, COTTESLOE","N",330,"COTTESLOE"
857000,"2005-05-06","House","4 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
195000,"1998-05-12","House","2 PERTH ST, COTTESLOE","N",293.374,"COTTESLOE"
700000,"2006-02-04","House","14 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1571000,"2022-12-03","House","16 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
935000,"2013-01-26","House","12 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1250000,"2015-04-02","House","18 PERTH ST, COTTESLOE","N",280,"COTTESLOE"
87000,"1992-01-31","Empty block","18 A PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
335000,"2001-06-15","Empty block","20 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1480000,"2021-10-10","House","8 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1360000,"2009-09-28","House","6 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1130000,"2010-02-05","House","3 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1000000,"2018-09-26","House","7 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
900000,"2014-05-14","House","13 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1350000,"2015-03-15","House","9 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
820000,"2009-06-03","Empty block","21 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1050000,"2018-02-06","House","17 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
730000,"2011-11-19","House","19 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
445000,"2010-07-28","Empty block","23 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
930000,"2013-02-14","House","15 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1370000,"2021-07-13","House","28 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
855000,"2013-11-25","House","30 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1390000,"2008-04-23","House","22 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
840000,"2006-12-22","House","24 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
1935000,"2021-09-03","House","26 PERTH ST, COTTESLOE","N",280.728,"COTTESLOE"
185000,"1991-12-07","House","1 EDWARD ST, COTTESLOE","N",708.144,"COTTESLOE"
1800000,"2020-08-14","House","25 PERTH ST, COTTESLOE","N",278.199,"COTTESLOE"
1500000,"2015-11-19","House","3 LANE ST, COTTESLOE","N",283.257,"COTTESLOE"
1200000,"2019-10-12","House","23 PERTH ST, COTTESLOE","N",278.199,"COTTESLOE"
299250,"1993-08-01","House","21 PERTH ST, COTTESLOE","N",278.199,"COTTESLOE"
740000,"2017-02-06","Empty block","94 NAPIER ST, COTTESLOE","N",279,"COTTESLOE"
2125000,"2022-01-18","House","94 A NAPIER ST, COTTESLOE","N",279,"COTTESLOE"
945000,"2013-11-23","House","92 NAPIER ST, COTTESLOE","N",278.199,"COTTESLOE"
710000,"2016-12-01","Empty block","94 B NAPIER ST, COTTESLOE","N",279,"COTTESLOE"
950000,"2016-03-08","House","96 NAPIER ST, COTTESLOE","N",285.787,"COTTESLOE"
789000,"2005-03-14","House","82 NAPIER ST, COTTESLOE","N",278.199,"COTTESLOE"
1300000,"2019-03-15","House","82 A NAPIER ST, COTTESLOE","N",278.199,"COTTESLOE"
1030000,"2007-10-20","House","80 NAPIER ST, COTTESLOE","N",278.199,"COTTESLOE"
1700000,"2022-09-12","House","86 A NAPIER ST, COTTESLOE","N",256,"COTTESLOE"
1480000,"2010-03-24","House","86 NAPIER ST, COTTESLOE","N",256,"COTTESLOE"
870000,"2012-11-28","House","90 NAPIER ST, COTTESLOE","N",278.199,"COTTESLOE"
1150000,"2020-06-30","House","15 PERTH ST, COTTESLOE","N",278.199,"COTTESLOE"
475000,"2001-01-02","House","15 A PERTH ST, COTTESLOE","N",278.199,"COTTESLOE"
305000,"1998-11-14","House","13 PERTH ST, COTTESLOE","N",278.199,"COTTESLOE"
1470000,"2012-05-02","House","11 PERTH ST, COTTESLOE","N",419.008,"COTTESLOE"
1025000,"2020-12-23","Empty block","5 WENTWORTH ST, COTTESLOE","N",280.728,"COTTESLOE"
859000,"2006-02-19","House","1 PERTH ST, COTTESLOE","N",417.299,"COTTESLOE"
80000,"1991-12-18","House","5 PERTH ST, COTTESLOE","N",420,"COTTESLOE"
365000,"2002-03-02","House","44 RAILWAY ST, COTTESLOE","N",516,"COTTESLOE"
305000,"2001-08-17","House","42 RAILWAY ST, COTTESLOE","N",331,"COTTESLOE"
330000,"1997-04-21","House","78 NAPIER ST, COTTESLOE","N",278.199,"COTTESLOE"
1200000,"2009-08-17","House","78 A NAPIER ST, COTTESLOE","N",258,"COTTESLOE"
1550000,"2016-04-09","House","40 RAILWAY ST, COTTESLOE","N",377,"COTTESLOE"
