address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"12 LOMA ST, COTTESLOE",residential,Non Strata,4700000,2023-03-01,N,655.085
"16 LOMA ST, COTTESLOE",residential,Non Strata,2525000,2014-05-24,N,673
"37 NAPIER ST, COTTESLOE",residential,Non Strata,566500,1998-12-14,N,667.678
"39 NAPIER ST, COTTESLOE",residential,Non Strata,2800000,2020-12-23,N,667.678
"41 NAPIER ST, COTTESLOE",residential,Non Strata,3272500,2021-07-28,N,683
"36 NAPIER ST, COTTESLOE",residential,Non Strata,215000,1990-11-21,N,646
"40 NAPIER ST, COTTESLOE",residential,Non Strata,490000,1993-08-26,N,637
"2 A NAILSWORTH ST, COTTESLOE",residential,Non Strata,2250000,2019-11-13,N,483
"1 KILN LANE, COTTESLOE",residential,Vacant,1655000,2015-12-10,N,614
"3 KILN LANE, COTTESLOE",residential,Vacant,1710000,2015-11-05,N,631
"4 NAILSWORTH ST, COTTESLOE",residential,Vacant,2520000,2015-06-08,N,1069
"5 CLARENDON ST, COTTESLOE",residential,Non Strata,5820000,2007-08-04,N,1284
"7 CLARENDON ST, COTTESLOE",residential,Non Strata,4600000,2009-05-01,N,1649
"2 CHAMBERLAIN ST, COTTESLOE",residential,Non Strata,735000,1994-03-28,N,637
"2 CLARENDON ST, COTTESLOE",residential,Non Strata,4000000,2012-08-18,N,810
"45 ERIC ST, COTTESLOE",residential,Non Strata,1710000,2017-02-08,N,665
"43 ERIC ST, COTTESLOE",residential,Non Strata,2270000,2017-06-22,N,665
"4 CHAMBERLAIN ST, COTTESLOE",residential,Non Strata,530000,1995-10-19,N,665
"8 B CHAMBERLAIN ST, COTTESLOE",residential,Strata,2055000,2021-03-23,N,550
"6 CHAMBERLAIN ST, COTTESLOE",residential,Strata,265000,1993-07-07,N,561
"8 A CHAMBERLAIN ST, COTTESLOE",residential,Strata,560000,2004-07-29,N,426
"10 CHAMBERLAIN ST, COTTESLOE",residential,Strata,420000,1998-05-19,N,1059.771
"4 FLORENCE ST, COTTESLOE",residential,Non Strata,3200000,2022-03-14,N,722
"14 CHAMBERLAIN ST, COTTESLOE",residential,Non Strata,4350000,2021-03-10,N,588
"29 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3025000,2009-10-11,N,749
"25 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2575000,2018-04-03,N,672.736
"27 HAWKSTONE ST, COTTESLOE",residential,Non Strata,1016000,2003-11-29,N,670.261
"28 HAWKSTONE ST, COTTESLOE",residential,Vacant,330000,1996-09-04,N,888
"24 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3000000,2022-09-02,N,668
"36 GRANT ST, COTTESLOE",residential,Non Strata,2650000,2015-02-16,N,619.675
"34 GRANT ST, COTTESLOE",residential,Non Strata,1870000,2013-06-02,N,668
"5 LYONS ST, COTTESLOE",residential,Non Strata,2040000,2016-11-19,N,480.564
"3 LYONS ST, COTTESLOE",residential,Non Strata,2600000,2023-08-12,N,361
"9 LYONS ST, COTTESLOE",residential,Non Strata,1230000,2012-03-31,N,481
"7 LYONS ST, COTTESLOE",residential,Non Strata,872500,2004-06-22,N,481
"13 LYONS ST, COTTESLOE",residential,Non Strata,1610000,2004-11-02,N,480.564
"17 LYONS ST, COTTESLOE",residential,Non Strata,1348000,2009-04-25,N,481
"21 LYONS ST, COTTESLOE",residential,Non Strata,355000,1994-09-08,N,481
"15 LYONS ST, COTTESLOE",residential,Non Strata,1575000,2011-01-31,N,481
"27 LYONS ST, COTTESLOE",residential,Non Strata,1480000,2006-01-15,N,477.997
"25 LYONS ST, COTTESLOE",residential,Non Strata,2100000,2012-06-30,N,480.564
"23 LYONS ST, COTTESLOE",residential,Non Strata,165000,1991-03-18,N,481
"33 LYONS ST, COTTESLOE",residential,Non Strata,1902500,2017-03-11,N,685.436
"29 LYONS ST, COTTESLOE",residential,Non Strata,730000,2002-05-19,N,685.436
"31 LYONS ST, COTTESLOE",residential,Non Strata,1100000,2002-09-09,N,685.436
"39 LYONS ST, COTTESLOE",residential,Non Strata,895000,2003-04-14,N,685.436
"37 LYONS ST, COTTESLOE",residential,Non Strata,4350000,2023-04-22,N,685.436
"41 LYONS ST, COTTESLOE",residential,Non Strata,2525000,2019-10-18,N,685.436
"43 LYONS ST, COTTESLOE",residential,Non Strata,990000,2004-10-12,N,685.436
"45 LYONS ST, COTTESLOE",residential,Non Strata,2750000,2011-11-12,N,685.436
"47 LYONS ST, COTTESLOE",residential,Vacant,338000,1996-02-24,N,685.436
"49 LYONS ST, COTTESLOE",residential,Vacant,340000,1995-05-04,N,685.436
"53 LYONS ST, COTTESLOE",residential,Non Strata,2450000,2020-10-24,N,771
"59 LYONS ST, COTTESLOE",residential,Non Strata,6102000,2021-12-05,N,677.795
"55 LYONS ST, COTTESLOE",residential,Non Strata,255000,1991-01-22,N,685.436
"57 LYONS ST, COTTESLOE",residential,Non Strata,1605000,2009-08-29,N,685.436
"71 FORREST ST, COTTESLOE",residential,Non Strata,3227000,2023-07-06,N,875.133
"69 FORREST ST, COTTESLOE",residential,Non Strata,3500000,2023-05-05,N,875.133
"70 FORREST ST, COTTESLOE",residential,Non Strata,3550000,2017-08-05,N,637.38
"72 FORREST ST, COTTESLOE",residential,Non Strata,2120000,2003-10-07,N,637.38
"66 FORREST ST, COTTESLOE",residential,Non Strata,1900000,2005-06-11,N,637.38
"68 FORREST ST, COTTESLOE",residential,Non Strata,940000,1999-03-23,N,637.38
"65 JOHN ST, COTTESLOE",residential,Strata,1700000,2020-10-19,N,637.38
"59 JOHN ST, COTTESLOE",residential,Non Strata,2870000,2013-03-11,N,637.38
"57 JOHN ST, COTTESLOE",residential,Non Strata,1750000,2005-03-03,N,637.38
"62 JOHN ST, COTTESLOE",residential,Non Strata,410000,1994-12-03,N,619.675
"58 JOHN ST, COTTESLOE",residential,Non Strata,5500000,2024-06-07,N,619.675
"58 JOHN ST, COTTESLOE",residential,Non Strata,2850000,2020-06-03,N,619.675
"17 LOMA ST, COTTESLOE",residential,Non Strata,635000,1997-11-17,N,655
"23 LOMA ST, COTTESLOE",residential,Strata,13000,2018-05-27,N,655
"19 LOMA ST, COTTESLOE",residential,Non Strata,725000,1999-02-23,N,655
"21 LOMA ST, COTTESLOE",residential,Non Strata,1350000,2005-08-10,N,655
"20 LOMA ST, COTTESLOE",residential,Non Strata,710000,1999-10-06,N,655
"24 LOMA ST, COTTESLOE",residential,Non Strata,1000000,2011-08-21,N,655
"22 LOMA ST, COTTESLOE",residential,Non Strata,2450000,2018-02-06,N,655
"45 NAPIER ST, COTTESLOE",residential,Non Strata,1070000,2002-04-07,N,665
"47 NAPIER ST, COTTESLOE",residential,Non Strata,2412500,2017-03-19,N,665
"50 NAPIER ST, COTTESLOE",residential,Non Strata,2160000,2009-11-07,N,637
"46 NAPIER ST, COTTESLOE",residential,Non Strata,2374000,2017-10-12,N,637
"44 NAPIER ST, COTTESLOE",residential,Non Strata,3780000,2022-02-04,N,637
"6 KILN LANE, COTTESLOE",residential,Vacant,2600000,2023-03-16,N,500
"8 KILN LANE, COTTESLOE",residential,Non Strata,4350000,2022-04-14,N,501
"10 KILN LANE, COTTESLOE",residential,Vacant,1405000,2015-06-11,N,500
"5 KILN LANE, COTTESLOE",residential,Vacant,1285000,2016-03-13,N,554
"9 KILN LANE, COTTESLOE",residential,Non Strata,4000000,2020-09-27,N,468
"7 KILN LANE, COTTESLOE",residential,Vacant,1400000,2015-09-26,N,501
"9 CLARENDON ST, COTTESLOE",residential,Non Strata,990000,1998-04-29,N,1574
"6 CLARENDON ST, COTTESLOE",residential,Non Strata,1900000,2020-12-24,N,878
"4 CLARENDON ST, COTTESLOE",residential,Vacant,620000,1993-09-06,N,1145
"47 ERIC ST, COTTESLOE",residential,Non Strata,1550000,2013-08-26,N,802
"49 ERIC ST, COTTESLOE",residential,Non Strata,1990000,2018-02-03,N,804
"51 ERIC ST, COTTESLOE",residential,Non Strata,1860000,2015-09-17,N,698
"46 ERIC ST, COTTESLOE",residential,Non Strata,1275000,2013-03-26,N,609
"48 ERIC ST, COTTESLOE",residential,Non Strata,325000,1997-02-08,N,609
"5 FLORENCE ST, COTTESLOE",residential,Non Strata,3800000,2022-10-10,N,809.307
"7 FLORENCE ST, COTTESLOE",residential,Non Strata,4325000,2015-11-24,N,809.307
"27 FLORENCE ST, COTTESLOE",residential,Non Strata,1600000,2010-03-10,N,567
"6 FLORENCE ST, COTTESLOE",residential,Non Strata,4350000,2008-10-03,N,1014
"8 A FLORENCE ST, COTTESLOE",residential,Vacant,1350000,2019-06-10,N,533
"8 FLORENCE ST, COTTESLOE",residential,Vacant,1390000,2017-02-21,N,482
"35 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3300000,2023-01-29,N,749
"33 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3400000,2023-02-07,N,749
"30 HAWKSTONE ST, COTTESLOE",residential,Non Strata,660000,1998-12-14,N,893
"34 HAWKSTONE ST, COTTESLOE",residential,Strata,1760000,2017-04-08,N,600
"32 HAWKSTONE ST, COTTESLOE",residential,Vacant,1385000,2017-01-19,N,444
"43 GRANT ST, COTTESLOE",residential,Non Strata,1684000,2005-10-29,N,893
"41 GRANT ST, COTTESLOE",residential,Non Strata,3620000,2019-12-11,N,893
"39 GRANT ST, COTTESLOE",residential,Non Strata,3633500,2020-08-06,N,893
"42 GRANT ST, COTTESLOE",residential,Non Strata,2120000,2021-03-17,N,528.621
"38 GRANT ST, COTTESLOE",residential,Non Strata,2355000,2014-11-10,N,617.146
"40 GRANT ST, COTTESLOE",residential,Non Strata,197000,1988-08-09,N,617.146
"4 LYONS ST, COTTESLOE",residential,Non Strata,800000,2002-09-24,Y,240.282
"4 LYONS ST, COTTESLOE",residential,Non Strata,244000,1991-09-05,Y,480.564
"2 A LYONS ST, COTTESLOE",residential,Non Strata,1850000,2020-07-06,N,361
"2 LYONS ST, COTTESLOE",residential,Non Strata,2000000,2013-09-16,N,361
"10 LYONS ST, COTTESLOE",residential,Non Strata,3175000,2022-05-03,Y,480.526
"8 LYONS ST, COTTESLOE",residential,Non Strata,430000,1995-11-18,N,480.564
"12 LYONS ST, COTTESLOE",residential,Non Strata,4850000,2021-11-10,Y,240
"12 LYONS ST, COTTESLOE",residential,Non Strata,4850000,2021-11-10,Y,480.564
"10 LYONS ST, COTTESLOE",residential,Non Strata,3175000,2022-05-03,Y,240
"16 LYONS ST, COTTESLOE",residential,Non Strata,1280000,2016-06-30,N,480.564
"18 LYONS ST, COTTESLOE",residential,Non Strata,4750000,2023-06-19,N,721
"14 LYONS ST, COTTESLOE",residential,Non Strata,410000,1998-04-28,N,480.564
"26 LYONS ST, COTTESLOE",residential,Non Strata,3125000,2023-08-04,N,480.564
"24 LYONS ST, COTTESLOE",residential,Non Strata,1350000,2013-10-13,N,480.564
"22 LYONS ST, COTTESLOE",residential,Non Strata,310000,1995-01-19,N,721
"28 LYONS ST, COTTESLOE",residential,Non Strata,940000,2004-04-24,N,685.382
"32 LYONS ST, COTTESLOE",residential,Non Strata,2400000,2020-07-06,N,450
"34 LYONS ST, COTTESLOE",residential,Non Strata,1125000,2005-10-01,N,685.436
"36 LYONS ST, COTTESLOE",residential,Non Strata,510000,1999-07-06,N,644.968
"38 LYONS ST, COTTESLOE",residential,Non Strata,3250000,2022-08-19,N,644.968
"40 LYONS ST, COTTESLOE",residential,Non Strata,1800000,2011-05-19,N,644.968
"42 LYONS ST, COTTESLOE",residential,Non Strata,233000,1993-06-01,N,644.968
"44 LYONS ST, COTTESLOE",residential,Non Strata,1150000,2004-10-12,N,644.968
"48 LYONS ST, COTTESLOE",residential,Non Strata,1640500,2009-03-07,N,644.968
"46 LYONS ST, COTTESLOE",residential,Non Strata,3450000,2022-02-13,N,644.968
"50 LYONS ST, COTTESLOE",residential,Non Strata,520000,1999-04-16,N,644.968
"52 LYONS ST, COTTESLOE",residential,Non Strata,395000,1998-02-16,N,644.968
"58 LYONS ST, COTTESLOE",residential,Non Strata,1650000,2018-01-06,N,637.329
"77 FORREST ST, COTTESLOE",residential,Non Strata,650000,2002-08-31,N,591
"75 FORREST ST, COTTESLOE",residential,Non Strata,2275000,2018-10-23,N,875.133
"73 FORREST ST, COTTESLOE",residential,Non Strata,2225000,2015-01-19,N,875.133
"76 FORREST ST, COTTESLOE",residential,Non Strata,810000,2000-09-29,N,637.38
"74 FORREST ST, COTTESLOE",residential,Non Strata,1750000,2013-11-14,N,637.38
"78 FORREST ST, COTTESLOE",residential,Non Strata,1530000,2012-04-12,N,615
"215 MARMION ST, COTTESLOE",residential,Non Strata,2000000,2023-04-21,N,594.382
"217 MARMION ST, COTTESLOE",residential,Non Strata,3227000,2019-10-22,N,599.441
"71 JOHN ST, COTTESLOE",residential,Non Strata,295000,1992-12-02,N,632.321
"73 JOHN ST, COTTESLOE",residential,Non Strata,2375000,2020-09-04,N,599.441
"64 JOHN ST, COTTESLOE",residential,Non Strata,3850000,2019-07-02,N,619.675
"66 JOHN ST, COTTESLOE",residential,Non Strata,4550000,2023-11-27,N,613.352
"68 JOHN ST, COTTESLOE",residential,Strata,420000,1999-01-25,N,352
"29 LOMA ST, COTTESLOE",residential,Non Strata,2950000,2012-01-17,N,655
"233 MARMION ST, COTTESLOE",residential,Non Strata,1700000,2016-01-15,N,650
"231 MARMION ST, COTTESLOE",residential,Strata,520000,2002-05-14,N,632.321
"225 MARMION ST, COTTESLOE",residential,Strata,1342500,2019-09-12,N,613.352
"223 MARMION ST, COTTESLOE",residential,Strata,1410000,2013-11-23,N,265
"235 MARMION ST, COTTESLOE",residential,Non Strata,1465000,2006-02-05,N,650
"31 LOMA ST, COTTESLOE",residential,Non Strata,2575000,2020-05-06,N,650
"26 LOMA ST, COTTESLOE",residential,Non Strata,750000,2000-12-21,N,655
"28 LOMA ST, COTTESLOE",residential,Non Strata,4350000,2012-05-02,N,655
"30 LOMA ST, COTTESLOE",residential,Non Strata,3650000,2019-05-11,N,847
"53 NAPIER ST, COTTESLOE",residential,Non Strata,290000,1993-09-03,N,665
"249 MARMION ST, COTTESLOE",residential,Non Strata,2975000,2008-05-09,N,650
"247 MARMION ST, COTTESLOE",residential,Non Strata,1430000,2016-06-08,N,650
"251 MARMION ST, COTTESLOE",residential,Non Strata,2000000,2012-07-03,N,675
"54 NAPIER ST, COTTESLOE",residential,Non Strata,2100000,2007-01-12,N,794
"56 B NAPIER ST, COTTESLOE",residential,Strata,1500000,2018-01-20,N,911
"12 KILN LANE, COTTESLOE",residential,Vacant,1415000,2015-05-23,N,500
"253 MARMION ST, COTTESLOE",residential,Non Strata,2450000,2009-06-19,N,911
"14 KILN LANE, COTTESLOE",residential,Vacant,1850000,2015-05-28,N,656
"13 KILN LANE, COTTESLOE",residential,Non Strata,4310000,2020-11-03,N,611
"257 A MARMION ST, COTTESLOE",residential,Strata,1100000,2014-04-08,N,354
"255 MARMION ST, COTTESLOE",residential,Non Strata,290000,1991-05-07,N,911
"261 MARMION ST, COTTESLOE",residential,Non Strata,4150000,2024-04-06,N,911
"261 MARMION ST, COTTESLOE",residential,Non Strata,3900000,2021-11-30,N,911
"11 KILN LANE, COTTESLOE",residential,Non Strata,3700000,2021-04-29,N,464
"11 CLARENDON ST, COTTESLOE",residential,Non Strata,8500000,2021-09-14,N,1422
"259 MARMION ST, COTTESLOE",residential,Non Strata,4700000,2018-04-12,N,911
"15 CLARENDON ST, COTTESLOE",residential,Non Strata,2370000,2016-11-12,N,455
"16 CLARENDON ST, COTTESLOE",residential,Non Strata,7350000,2022-01-21,N,637
"269 MARMION ST, COTTESLOE",residential,Non Strata,5530000,2022-09-10,N,821
"55 ERIC ST, COTTESLOE",residential,Non Strata,383500,1996-09-25,N,814
"53 ERIC ST, COTTESLOE",residential,Non Strata,1650000,2017-07-01,N,698
"275 MARMION ST, COTTESLOE",residential,Non Strata,630000,1999-01-25,N,860
"273 MARMION ST, COTTESLOE",residential,Non Strata,3000000,2021-02-19,N,860
"54 ERIC ST, COTTESLOE",residential,Non Strata,1760000,2007-05-03,N,753
"52 ERIC ST, COTTESLOE",residential,Non Strata,310000,1995-11-11,N,672
"277 MARMION ST, COTTESLOE",residential,Non Strata,1790000,2013-02-21,N,839
"279 B MARMION ST, COTTESLOE",residential,Strata,1100000,2019-09-19,N,329
"11 FLORENCE ST, COTTESLOE",residential,Non Strata,2450000,2006-09-08,N,912
"281 MARMION ST, COTTESLOE",residential,Non Strata,2220000,2019-06-18,N,701
"11 A FLORENCE ST, COTTESLOE",residential,Strata,3600000,2023-06-02,N,462
"13 FLORENCE ST, COTTESLOE",residential,Non Strata,1800000,2017-04-27,N,489
"9 FLORENCE ST, COTTESLOE",residential,Non Strata,937500,2015-10-16,N,809.307
"9 FLORENCE ST, COTTESLOE",residential,Non Strata,468750,2015-10-16,N,809.307
"9 FLORENCE ST, COTTESLOE",residential,Non Strata,228125,2015-10-16,N,809.307
"11 FLORENCE ST, COTTESLOE",residential,Strata,3500000,2021-03-30,N,449
"14 FLORENCE ST, COTTESLOE",residential,Non Strata,6950000,2022-03-05,N,1144
"12 FLORENCE ST, COTTESLOE",residential,Non Strata,4625000,2021-03-05,N,1111
"287 MARMION ST, COTTESLOE",residential,Non Strata,2550000,2020-11-10,N,767
"41 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3800000,2011-05-17,N,698
"291 MARMION ST, COTTESLOE",residential,Non Strata,3300000,2022-11-27,N,675
"38 HAWKSTONE ST, COTTESLOE",residential,Vacant,955000,2005-02-15,N,565
"34 A HAWKSTONE ST, COTTESLOE",residential,Strata,900000,2016-09-29,N,294
"45 B GRANT ST, COTTESLOE",residential,Strata,2225000,2018-10-30,N,893
"301 MARMION ST, COTTESLOE",residential,Non Strata,825000,2001-07-01,N,847
"303-305 MARMION ST, COTTESLOE",commercial,Non Strata,3500000,2021-11-29,N,847
"46 GRANT ST, COTTESLOE",residential,Non Strata,740000,2003-06-08,N,528.621
"48 GRANT ST, COTTESLOE",residential,Non Strata,800000,2002-10-07,N,528.621
"44 GRANT ST, COTTESLOE",residential,Non Strata,2000000,2021-07-27,N,528.621
"50 GRANT ST, COTTESLOE",residential,Non Strata,575000,2002-09-28,N,528.621
"309 MARMION ST, COTTESLOE",residential,Non Strata,370000,1989-01-28,N,480.564
"307 A MARMION ST, COTTESLOE",residential,Non Strata,1230000,2012-10-28,N,480.564
"311 MARMION ST, COTTESLOE",residential,Non Strata,3100000,2024-04-12,N,480.564
"311 MARMION ST, COTTESLOE",residential,Non Strata,2110000,2021-03-15,N,480.564
"307 MARMION ST, COTTESLOE",residential,Non Strata,1175000,2012-11-08,N,480.564
"315 MARMION ST, COTTESLOE",residential,Non Strata,595000,1993-08-06,Y,240
"313 MARMION ST, COTTESLOE",residential,Non Strata,2350000,2023-02-04,N,480.564
"317 MARMION ST, COTTESLOE",residential,Non Strata,595000,1993-08-06,Y,480.564
"319 MARMION ST, COTTESLOE",residential,Non Strata,1485000,2020-07-01,N,480.564
"323 MARMION ST, COTTESLOE",residential,Strata,3200000,2023-04-22,N,609
"321 MARMION ST, COTTESLOE",residential,Non Strata,2355000,2015-08-04,N,480.564
"329 MARMION ST, COTTESLOE",residential,Strata,515000,2002-05-09,N,662
"325 MARMION ST, COTTESLOE",residential,Strata,385000,1998-01-23,N,594
"335 MARMION ST, COTTESLOE",residential,Non Strata,3200000,2007-05-07,N,685.436
"333 MARMION ST, COTTESLOE",residential,Non Strata,2280000,2011-08-31,N,685.436
"339 MARMION ST, COTTESLOE",residential,Non Strata,550000,1993-03-06,N,644.968
"337 MARMION ST, COTTESLOE",residential,Non Strata,265000,1992-07-28,N,685.436
"343 MARMION ST, COTTESLOE",residential,Non Strata,3550000,2010-06-14,N,644.968
"349 MARMION ST, COTTESLOE",residential,Vacant,375000,1996-03-11,N,644.968
"351 MARMION ST, COTTESLOE",residential,Vacant,3000000,2023-10-24,N,644.968
"351 MARMION ST, COTTESLOE",residential,Vacant,2700000,2021-05-03,N,644.968
"355 MARMION ST, COTTESLOE",residential,Non Strata,855000,2003-03-20,N,644.968
"353 MARMION ST, COTTESLOE",residential,Non Strata,2880000,2021-06-01,N,644.968
"361 MARMION ST, COTTESLOE",residential,Non Strata,2000000,2010-10-29,N,637
"359 MARMION ST, COTTESLOE",residential,Non Strata,640000,2001-09-29,N,644.968
"79 FORREST ST, COTTESLOE",residential,Non Strata,690000,2001-02-06,N,729.609
"82 FORREST ST, COTTESLOE",residential,Non Strata,2150000,2023-05-19,N,465
"80 FORREST ST, COTTESLOE",residential,Non Strata,3650000,2022-10-25,N,602
"32 LOMA ST, COTTESLOE",residential,Vacant,450000,2001-05-20,N,450
"58 B NAPIER ST, COTTESLOE",residential,Strata,1380000,2018-04-10,N,911
"257 MARMION ST, COTTESLOE",residential,Strata,2900000,2022-11-24,N,480
"263 MARMION ST, COTTESLOE",residential,Non Strata,3510000,2023-09-19,N,776
"263 MARMION ST, COTTESLOE",residential,Non Strata,2100000,2006-06-01,N,776
"18 CLARENDON ST, COTTESLOE",residential,Non Strata,4000000,2019-12-09,N,521
"279 A MARMION ST, COTTESLOE",residential,Strata,1100000,2016-01-23,N,440
"283 MARMION ST, COTTESLOE",residential,Non Strata,2900000,2022-10-18,N,489
"293 MARMION ST, COTTESLOE",residential,Non Strata,3600000,2022-03-10,N,440
"228 MARMION ST, COTTESLOE",residential,Non Strata,2000000,2014-11-14,N,539
"297 MARMION ST, COTTESLOE",residential,Non Strata,4375000,2021-11-06,N,567
"40 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3900000,2023-08-24,N,567
"40 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2966000,2020-07-02,N,567
"52 GRANT ST, COTTESLOE",residential,Non Strata,1375000,2005-04-08,N,528.621
"54 GRANT ST, COTTESLOE",residential,Non Strata,1750000,2015-11-17,N,528.579
"327 MARMION ST, COTTESLOE",residential,Strata,880000,2003-09-24,N,524
"220 MARMION ST, COTTESLOE",residential,Non Strata,1951000,2017-07-31,N,752
"209 CURTIN AV, COTTESLOE",residential,Non Strata,485000,1999-05-14,N,384
"224 MARMION ST, COTTESLOE",residential,Non Strata,1725000,2008-06-28,N,539
"226 MARMION ST, COTTESLOE",residential,Non Strata,2400000,2011-08-06,Y,269
"226 MARMION ST, COTTESLOE",residential,Non Strata,2400000,2011-08-06,Y,270
"232 MARMION ST, COTTESLOE",residential,Non Strata,360000,1997-01-04,N,202
"232 MARMION ST, COTTESLOE",residential,Non Strata,520000,1998-12-14,N,405
"230 MARMION ST, COTTESLOE",residential,Non Strata,2225000,2017-10-26,N,607
"238 MARMION ST, COTTESLOE",residential,Non Strata,3900000,2023-11-02,N,809.371
"238 MARMION ST, COTTESLOE",residential,Non Strata,426000,2002-05-11,N,809.371
"64 NAPIER ST, COTTESLOE",residential,Non Strata,2400000,2023-05-22,N,594.382
"60 NAPIER ST, COTTESLOE",residential,Non Strata,1850000,2019-10-30,N,637.38
"252 MARMION ST, COTTESLOE",residential,Non Strata,3670000,2022-11-15,N,607.028
"250 MARMION ST, COTTESLOE",residential,Non Strata,67500,1990-07-19,N,607.028
"254 MARMION ST, COTTESLOE",residential,Non Strata,351500,1995-04-26,N,607.028
"256 MARMION ST, COTTESLOE",residential,Non Strata,4000000,2022-02-24,N,607.028
"2 C ATHELSTAN RD, COTTESLOE",residential,Strata,1650000,2015-12-01,N,329
"2 B ATHELSTAN RD, COTTESLOE",residential,Vacant,840000,2017-02-10,N,329
"2 A ATHELSTAN RD, COTTESLOE",residential,Vacant,1000000,2014-08-25,N,331
"2 D ATHELSTAN RD, COTTESLOE",residential,Vacant,800000,2016-01-18,N,330
"3 HAINING AV, COTTESLOE",residential,Non Strata,1200000,2002-07-27,N,832.069
"1 HAINING AV, COTTESLOE",residential,Non Strata,1648000,2011-09-22,N,814.365
"4 HAINING AV, COTTESLOE",residential,Non Strata,3800000,2023-06-13,N,902.883
"4 HAINING AV, COTTESLOE",residential,Non Strata,305000,1992-03-14,N,902.883
"2 HAINING AV, COTTESLOE",residential,Non Strata,420000,1995-02-27,N,814.365
"274 MARMION ST, COTTESLOE",residential,Non Strata,722000,2001-12-21,N,814.365
"276 MARMION ST, COTTESLOE",residential,Non Strata,3900000,2023-09-08,N,592
"276 MARMION ST, COTTESLOE",residential,Non Strata,1825000,2012-10-09,N,592
"280 MARMION ST, COTTESLOE",residential,Strata,2125000,2021-07-12,N,473
"278 MARMION ST, COTTESLOE",residential,Non Strata,3755400,2023-11-26,N,678
"278 MARMION ST, COTTESLOE",residential,Non Strata,528816,2009-08-13,N,678
"286 MARMION ST, COTTESLOE",residential,Non Strata,300000,1994-08-31,N,589.277
"288 MARMION ST, COTTESLOE",residential,Non Strata,2705000,2024-04-05,N,589.277
"290 MARMION ST, COTTESLOE",residential,Non Strata,2850000,2016-05-04,N,589.277
"284 MARMION ST, COTTESLOE",residential,Non Strata,1815000,2010-03-17,N,589.277
"292 MARMION ST, COTTESLOE",residential,Non Strata,512000,1998-03-25,N,589.277
"296 MARMION ST, COTTESLOE",residential,Non Strata,1955500,2009-10-09,N,589.277
"294 MARMION ST, COTTESLOE",residential,Non Strata,565000,2001-12-17,N,589.277
"298 MARMION ST, COTTESLOE",residential,Non Strata,3620000,2015-08-23,N,673
"55 GRANT ST, COTTESLOE",residential,Non Strata,820000,2004-04-17,N,582
"302 MARMION ST, COTTESLOE",residential,Non Strata,2190000,2008-04-02,N,673
"59 GRANT ST, COTTESLOE",residential,Non Strata,1400000,2016-12-04,N,556
"56 GRANT ST, COTTESLOE",residential,Non Strata,4185000,2023-10-13,N,685.436
"56 GRANT ST, COTTESLOE",residential,Non Strata,1625000,2017-03-09,N,685.436
"1 ANDREWS PL, COTTESLOE",residential,Non Strata,555000,1998-10-05,N,703.141
"3 ANDREWS PL, COTTESLOE",residential,Non Strata,700000,2002-01-01,N,723.376
"58 GRANT ST, COTTESLOE",residential,Non Strata,1720000,2020-06-28,N,670.261
"2 ANDREWS PL, COTTESLOE",residential,Non Strata,5900000,2023-08-28,N,657.614
"324 MARMION ST, COTTESLOE",residential,Non Strata,3445000,2023-08-30,N,693.024
"326 MARMION ST, COTTESLOE",residential,Non Strata,195000,1990-01-21,N,693.024
"336 MARMION ST, COTTESLOE",residential,Non Strata,1880000,2009-08-05,N,574.148
"334 MARMION ST, COTTESLOE",residential,Non Strata,2700000,2011-10-24,N,574.148
"338 MARMION ST, COTTESLOE",residential,Non Strata,1380000,2016-06-16,N,574.148
"342 MARMION ST, COTTESLOE",residential,Non Strata,1800000,2010-08-20,N,574.148
"346 MARMION ST, COTTESLOE",residential,Non Strata,170000,1988-07-20,N,574.148
"344 MARMION ST, COTTESLOE",residential,Non Strata,467000,1999-05-08,N,574.148
"350 MARMION ST, COTTESLOE",residential,Non Strata,560000,1999-09-07,N,574.148
"348 MARMION ST, COTTESLOE",residential,Non Strata,1070000,2002-09-10,N,574.148
"352 MARMION ST, COTTESLOE",residential,Non Strata,1550000,2013-01-22,N,574.148
"354 MARMION ST, COTTESLOE",residential,Non Strata,3460000,2021-05-25,N,574.148
"356 MARMION ST, COTTESLOE",residential,Non Strata,1650000,2009-06-16,N,574.148
"52 NORTH ST, COTTESLOE",residential,Non Strata,800000,2020-06-22,N,771.432
"362 MARMION ST, COTTESLOE",residential,Non Strata,840000,2001-02-08,N,478
"2 BIRD ST, COTTESLOE",residential,Non Strata,1775000,2020-03-24,N,408
"2 A BIRD ST, COTTESLOE",residential,Vacant,1900000,2019-03-05,N,346
"4 B BIRD ST, COTTESLOE",residential,Vacant,1290000,2023-05-29,N,404
"4 A BIRD ST, COTTESLOE",residential,Vacant,1040000,2023-05-30,N,340
"8 BIRD ST, COTTESLOE",residential,Non Strata,1685000,2014-08-21,N,600
