address,data_source,property_status,sale_amount,sale_date,multi_lot_sale,land_area
"15 A GRANT ST, COTTESLOE",residential,Non Strata,1700000,2003-12-31,N,365
"15 GRANT ST, COTTESLOE",residential,Vacant,500000,1998-06-23,N,365
"16 GRANT ST, COTTESLOE",residential,Non Strata,10500000,2024-02-16,N,451
"16 GRANT ST, COTTESLOE",residential,Non Strata,5750000,2017-04-29,N,451
"18 GRANT ST, COTTESLOE",residential,Non Strata,1890000,2003-07-10,N,434
"2 A OZONE PDE, COTTESLOE",residential,Vacant,3420000,2018-10-16,N,452
"4 OZONE PDE, COTTESLOE",residential,Non Strata,10250000,2021-03-28,N,675.319
"6 OZONE PDE, COTTESLOE",residential,Non Strata,4500000,2018-08-23,N,675.319
"12 OZONE PDE, COTTESLOE",residential,Non Strata,1660000,2002-05-03,Y,675.319
"10 OZONE PDE, COTTESLOE",residential,Non Strata,6900000,2022-12-14,N,675.319
"8 OZONE PDE, COTTESLOE",residential,Non Strata,4325000,2018-07-30,N,675.319
"18 OZONE PDE, COTTESLOE",residential,Non Strata,3350000,2012-03-15,N,675.319
"14 OZONE PDE, COTTESLOE",residential,Non Strata,1700000,2004-01-15,N,675.319
"16 OZONE PDE, COTTESLOE",residential,Non Strata,5,1994-01-28,N,675.319
"24 OZONE PDE, COTTESLOE",residential,Vacant,140000,1994-12-23,N,655.085
"22 OZONE PDE, COTTESLOE",residential,Non Strata,3295000,2011-09-18,N,675.319
"20 OZONE PDE, COTTESLOE",residential,Non Strata,1800000,2004-02-29,N,675.319
"26 OZONE PDE, COTTESLOE",residential,Non Strata,1510000,2003-01-04,N,741.081
"28 OZONE PDE, COTTESLOE",residential,Non Strata,1450000,2003-05-30,N,741.081
"36 OZONE PDE, COTTESLOE",residential,Non Strata,3600000,2011-11-19,N,741.081
"2/40 OZONE PDE, COTTESLOE",residential,Strata,850000,2017-08-31,N,1484
"38 OZONE PDE, COTTESLOE",residential,Vacant,4400000,2010-10-26,N,741.081
"46 OZONE PDE, COTTESLOE",residential,Non Strata,3900000,2019-04-28,N,718.317
"44 OZONE PDE, COTTESLOE",residential,Non Strata,4400000,2015-05-12,N,718.317
"58 NORTH ST, COTTESLOE",residential,Non Strata,3700000,2023-06-03,N,718.317
"1/60 NORTH ST, COTTESLOE",residential,Strata,2100000,2019-07-09,N,718.317
"46 FORREST ST, COTTESLOE",residential,Strata,2300000,2023-12-09,N,1282
"91 BROOME ST, COTTESLOE",residential,Strata,1182500,2012-05-17,N,1282
"40 FORREST ST, COTTESLOE",residential,Non Strata,1400000,2003-03-08,N,319
"38 FORREST ST, COTTESLOE",residential,Non Strata,2700000,2017-11-18,N,319
"97 BROOME ST, COTTESLOE",residential,Non Strata,4750000,2024-02-09,N,602
"97 BROOME ST, COTTESLOE",residential,Non Strata,1025000,1999-01-21,N,602
"99 BROOME ST, COTTESLOE",residential,Non Strata,37500,2002-05-10,N,602
"36 JOHN ST, COTTESLOE",residential,Non Strata,2150000,2005-10-16,N,658
"38 JOHN ST, COTTESLOE",residential,Non Strata,2200,1992-01-09,Y,402
"101 BROOME ST, COTTESLOE",residential,Non Strata,715000,2001-04-25,N,334
"99 B BROOME ST, COTTESLOE",residential,Non Strata,2200,1992-01-09,Y,73
"99 A BROOME ST, COTTESLOE",residential,Non Strata,2200,1992-01-09,Y,402
"135 BROOME ST, COTTESLOE",residential,Non Strata,1700000,2005-02-22,N,638
"11 GERALDINE ST, COTTESLOE",residential,Non Strata,2145000,2018-12-05,N,582
"137 BROOME ST, COTTESLOE",residential,Strata,1375000,2020-12-17,N,445
"9 GERALDINE ST, COTTESLOE",residential,Non Strata,820000,2001-05-29,N,708.144
"139 BROOME ST, COTTESLOE",residential,Strata,535000,1999-03-22,N,317
"145 BROOME ST, COTTESLOE",residential,Non Strata,2025000,2019-08-03,N,682.853
"12 GERALDINE ST, COTTESLOE",residential,Vacant,265000,1991-11-04,N,756.196
"143 BROOME ST, COTTESLOE",residential,Non Strata,370000,1994-04-09,N,682.853
"29 A ERIC ST, COTTESLOE",residential,Non Strata,3000000,2022-08-18,N,354
"31 ERIC ST, COTTESLOE",residential,Non Strata,3000000,2020-06-30,N,338
"151 BROOME ST, COTTESLOE",residential,Non Strata,1765000,2020-01-20,N,421
"4/153 BROOME ST, COTTESLOE",residential,Strata,1650000,2024-01-25,N,1178
"1/153 BROOME ST, COTTESLOE",residential,Strata,1510000,2021-11-17,N,1178
"30 A ERIC ST, COTTESLOE",residential,Strata,2085000,2024-02-18,N,1214
"30 B ERIC ST, COTTESLOE",residential,Strata,1730000,2022-11-03,N,1214
"2 TORRENS ST, COTTESLOE",residential,Vacant,1240000,2006-02-16,N,325
"155 BROOME ST, COTTESLOE",residential,Non Strata,3000000,2021-04-19,N,277
"6 TORRENS ST, COTTESLOE",residential,Non Strata,706000,2001-08-09,N,303
"159 BROOME ST, COTTESLOE",residential,Non Strata,2300000,2007-01-17,N,303
"157 BROOME ST, COTTESLOE",residential,Non Strata,1875000,2006-01-31,N,304
"10 TORRENS ST, COTTESLOE",residential,Non Strata,1700000,2014-12-02,N,405
"14 TORRENS ST, COTTESLOE",residential,Non Strata,600000,2000-12-09,N,405
"165 BROOME ST, COTTESLOE",residential,Non Strata,6000000,2024-04-22,N,405
"165 BROOME ST, COTTESLOE",residential,Non Strata,1500000,2010-09-23,N,405
"12 TORRENS ST, COTTESLOE",residential,Non Strata,3400000,2023-06-23,N,405
"167 BROOME ST, COTTESLOE",residential,Non Strata,3900000,2023-03-21,N,405
"13 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3225000,2021-02-25,N,402
"169 BROOME ST, COTTESLOE",residential,Vacant,650000,2002-12-03,N,411
"11 A HAWKSTONE ST, COTTESLOE",residential,Strata,1200000,2016-02-23,N,370
"171 BROOME ST, COTTESLOE",residential,Non Strata,2000000,2015-11-11,N,411
"11 B HAWKSTONE ST, COTTESLOE",residential,Strata,285000,1993-11-22,N,251
"11 C HAWKSTONE ST, COTTESLOE",residential,Strata,220000,1990-06-29,N,329
"177 BROOME ST, COTTESLOE",residential,Non Strata,1000000,2000-04-08,N,627
"10 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2400000,2012-11-14,N,562
"9/183 BROOME ST, COTTESLOE",residential,Strata,700000,2023-05-28,N,809
"12/183 BROOME ST, COTTESLOE",residential,Strata,810000,2023-10-09,N,809
"179 A BROOME ST, COTTESLOE",residential,Non Strata,2850000,2021-08-17,N,315
"179 BROOME ST, COTTESLOE",residential,Non Strata,2100000,2017-06-07,N,315
"181 BROOME ST, COTTESLOE",residential,Non Strata,3650000,2022-04-23,N,627
"17 GRANT ST, COTTESLOE",residential,Non Strata,910000,1997-07-03,N,567
"5/187 BROOME ST, COTTESLOE",residential,Strata,940000,2022-08-20,N,1070
"191 BROOME ST, COTTESLOE",residential,Non Strata,7000000,2019-06-20,N,658
"193 BROOME ST, COTTESLOE",residential,Non Strata,1167000,2000-08-15,N,675.319
"22 GRANT ST, COTTESLOE",residential,Non Strata,5700000,2006-07-01,N,678
"199 BROOME ST, COTTESLOE",residential,Non Strata,4450000,2022-05-31,N,675.319
"197 BROOME ST, COTTESLOE",residential,Non Strata,357500,1993-01-16,N,675.319
"205 BROOME ST, COTTESLOE",residential,Non Strata,2430000,2014-06-25,N,675.319
"209 BROOME ST, COTTESLOE",residential,Non Strata,2050000,2009-09-01,N,675.319
"211 BROOME ST, COTTESLOE",residential,Non Strata,1200000,2003-06-28,N,675.319
"207 BROOME ST, COTTESLOE",residential,Non Strata,3700000,2023-04-14,N,675.319
"217 BROOME ST, COTTESLOE",residential,Non Strata,4000000,2023-12-07,N,655
"215 BROOME ST, COTTESLOE",residential,Non Strata,1173000,2003-06-28,N,675.319
"219 BROOME ST, COTTESLOE",residential,Non Strata,2200000,2012-12-24,N,741.081
"219 B BROOME ST, COTTESLOE",residential,Strata,792000,2019-06-11,N,186
"219 A BROOME ST, COTTESLOE",residential,Strata,985000,2019-02-21,N,254
"221 BROOME ST, COTTESLOE",residential,Non Strata,885000,1997-08-06,N,741.081
"223 BROOME ST, COTTESLOE",residential,Non Strata,1950000,2012-12-15,N,741.081
"219 C BROOME ST, COTTESLOE",residential,Strata,1000000,2020-08-14,N,247
"227 A BROOME ST, COTTESLOE",residential,Strata,2750000,2020-12-24,N,1113
"227 B BROOME ST, COTTESLOE",residential,Strata,2600000,2020-12-24,N,1113
"225 BROOME ST, COTTESLOE",residential,Non Strata,2900000,2020-03-14,N,741.081
"231 BROOME ST, COTTESLOE",residential,Non Strata,2550000,2006-03-29,N,878
"48 OZONE PDE, COTTESLOE",residential,Strata,1655000,2009-11-09,N,1310.17
"239 BROOME ST, COTTESLOE",residential,Non Strata,6350000,2022-04-10,N,652.556
"243 BROOME ST, COTTESLOE",residential,Non Strata,227500,1988-11-10,N,652.556
"94 BROOME ST, COTTESLOE",residential,Non Strata,460000,1990-11-17,N,789.137
"40 JOHN ST, COTTESLOE",residential,Non Strata,3300000,2005-09-05,Y,617
"104 BROOME ST, COTTESLOE",residential,Strata,3475000,2017-06-15,N,830
"40 JOHN ST, COTTESLOE",residential,Non Strata,3300000,2005-09-05,Y,617
"4/108 BROOME ST, COTTESLOE",residential,Strata,700000,2022-04-06,N,1300
"1/108 BROOME ST, COTTESLOE",residential,Strata,680000,2024-03-08,N,1300
"50 NORTH ST, COTTESLOE",residential,Non Strata,1132500,2009-12-03,N,521
"112 BROOME ST, COTTESLOE",residential,Non Strata,2450000,2006-06-02,N,650.026
"114 BROOME ST, COTTESLOE",residential,Non Strata,1890000,2013-09-25,N,650.026
"116 A BROOME ST, COTTESLOE",residential,Non Strata,9150000,2022-01-10,Y,325
"116 BROOME ST, COTTESLOE",residential,Non Strata,9150000,2022-01-10,Y,649.975
"3/118 BROOME ST, COTTESLOE",residential,Strata,605000,2022-07-15,N,992
"122 BROOME ST, COTTESLOE",residential,Non Strata,482000,1997-02-15,N,812
"120 BROOME ST, COTTESLOE",residential,Non Strata,1600000,2004-07-08,N,832
"126 BROOME ST, COTTESLOE",residential,Non Strata,1775000,2002-04-06,N,1012
"126 B BROOME ST, COTTESLOE",residential,Strata,1450000,2019-08-13,N,1012
"124 BROOME ST, COTTESLOE",residential,Non Strata,5000005,2021-11-04,N,812
"128 A BROOME ST, COTTESLOE",residential,Strata,1700000,2020-12-16,N,512
"128 BROOME ST, COTTESLOE",residential,Strata,2800000,2020-11-29,N,500
"7 A NAILSWORTH ST, COTTESLOE",residential,Non Strata,3380000,2023-09-07,N,512
"7 A NAILSWORTH ST, COTTESLOE",residential,Non Strata,885000,1999-03-20,N,512
"132 BROOME ST, COTTESLOE",residential,Non Strata,2820000,2014-12-06,N,500
"130 A BROOME ST, COTTESLOE",residential,Vacant,450000,2000-04-03,N,383
"138 BROOME ST, COTTESLOE",residential,Non Strata,4015000,2010-09-08,N,1214
"140 BROOME ST, COTTESLOE",residential,Non Strata,3500000,2020-10-17,N,827
"142 BROOME ST, COTTESLOE",residential,Strata,3550000,2021-04-18,N,678
"4/148 BROOME ST, COTTESLOE",residential,Strata,495000,2018-11-11,N,1009
"3/152 BROOME ST, COTTESLOE",residential,Strata,1250000,2007-10-28,N,1006.656
"5/156 BROOME ST, COTTESLOE",residential,Strata,680000,2023-03-28,N,1006.656
"154 B BROOME ST, COTTESLOE",residential,Strata,588000,1998-08-26,N,1006.656
"160 BROOME ST, COTTESLOE",residential,Non Strata,1300000,2012-02-05,N,503
"158 BROOME ST, COTTESLOE",residential,Strata,665000,1999-10-20,N,1006.656
"164 BROOME ST, COTTESLOE",residential,Non Strata,2720000,2016-02-12,N,503
"166 BROOME ST, COTTESLOE",residential,Non Strata,2450000,2013-10-18,N,503
"168 BROOME ST, COTTESLOE",residential,Non Strata,4350000,2024-04-09,N,504
"168 BROOME ST, COTTESLOE",residential,Non Strata,2605000,2020-07-28,N,504
"172 BROOME ST, COTTESLOE",residential,Non Strata,771000,2001-10-20,N,652.556
"174 BROOME ST, COTTESLOE",residential,Non Strata,3480000,2014-04-29,N,653
"170 BROOME ST, COTTESLOE",residential,Non Strata,2300000,2020-07-19,N,652.556
"180 BROOME ST, COTTESLOE",residential,Non Strata,3800000,2022-12-02,N,687
"182 BROOME ST, COTTESLOE",residential,Non Strata,3500000,2021-12-13,N,687
"186 BROOME ST, COTTESLOE",residential,Non Strata,2350000,2016-11-12,N,687
"192 BROOME ST, COTTESLOE",residential,Non Strata,270000,1991-11-06,N,614.568
"198 BROOME ST, COTTESLOE",residential,Non Strata,430000,1994-01-18,N,614.568
"204 BROOME ST, COTTESLOE",residential,Non Strata,1860000,2019-02-12,N,614.568
"202 BROOME ST, COTTESLOE",residential,Non Strata,4050000,2020-09-21,N,615
"200 BROOME ST, COTTESLOE",residential,Non Strata,4100000,2007-03-31,N,614.568
"208 F BROOME ST, COTTESLOE",residential,Non Strata,1450000,2018-07-28,Y,25
"208 BROOME ST, COTTESLOE",residential,Non Strata,1450000,2018-07-28,Y,614.568
"212 BROOME ST, COTTESLOE",residential,Non Strata,2000000,2019-05-11,N,614.568
"218 A BROOME ST, COTTESLOE",residential,Vacant,1155000,2013-05-31,N,324
"220 BROOME ST, COTTESLOE",residential,Non Strata,3060000,2018-08-29,N,647.497
"218 BROOME ST, COTTESLOE",residential,Vacant,1055000,2015-10-22,N,324
"224 BROOME ST, COTTESLOE",residential,Non Strata,750000,2001-12-01,N,647.497
"226 B BROOME ST, COTTESLOE",residential,Strata,1810000,2020-11-13,N,647.497
"230 BROOME ST, COTTESLOE",residential,Non Strata,2800000,2009-12-23,N,647.497
"228 BROOME ST, COTTESLOE",residential,Non Strata,232000,1988-12-17,N,647.497
"234 BROOME ST, COTTESLOE",residential,Non Strata,2650000,2019-03-09,N,647.497
"236 BROOME ST, COTTESLOE",residential,Non Strata,640000,2000-06-09,N,647.497
"232 BROOME ST, COTTESLOE",residential,Non Strata,2750000,2017-10-09,N,647.497
"238 A BROOME ST, COTTESLOE",residential,Strata,171000,1993-09-11,N,404
"238 BROOME ST, COTTESLOE",residential,Strata,1525000,2019-01-06,N,244
"242 BROOME ST, COTTESLOE",residential,Non Strata,2350000,2009-11-27,N,647.497
"2/246 BROOME ST, COTTESLOE",residential,Strata,777500,2024-05-30,N,662.673
"2/246 BROOME ST, COTTESLOE",residential,Strata,645000,2019-02-01,N,662.673
"244 BROOME ST, COTTESLOE",residential,Non Strata,2550000,2014-03-25,N,647.497
"55 FORREST ST, COTTESLOE",residential,Non Strata,3200000,2021-11-16,N,763.844
"52 A FORREST ST, COTTESLOE",residential,Non Strata,4250000,2018-04-19,Y,139
"52 FORREST ST, COTTESLOE",residential,Non Strata,4250000,2018-04-19,Y,567
"41 JOHN ST, COTTESLOE",residential,Non Strata,18000,2005-06-27,N,634.851
"42 JOHN ST, COTTESLOE",residential,Non Strata,2700000,2000-11-13,N,1862
"1 LOMA ST, COTTESLOE",residential,Non Strata,985000,2001-12-01,N,667.731
"28 NAPIER ST, COTTESLOE",residential,Non Strata,2700000,2013-01-21,N,612
"5 NAILSWORTH ST, COTTESLOE",residential,Non Strata,3700000,2021-01-25,N,490
"3 NAILSWORTH ST, COTTESLOE",residential,Non Strata,6600000,2020-09-11,N,1082
"5 A NAILSWORTH ST, COTTESLOE",residential,Non Strata,3525000,2022-09-05,N,518
"9 NAILSWORTH ST, COTTESLOE",residential,Non Strata,800000,2000-10-21,N,607
"1 A CLARENDON ST, COTTESLOE",residential,Non Strata,2800000,2010-11-18,N,613
"3 B CHAMBERLAIN ST, COTTESLOE",residential,Strata,1685000,2015-08-04,N,522
"1 CHAMBERLAIN ST, COTTESLOE",residential,Non Strata,3500000,2016-02-08,N,1012
"2 B CLARENDON ST, COTTESLOE",residential,Strata,1620000,2003-10-12,N,330
"36 ERIC ST, COTTESLOE",commercial,Non Strata,8000000,2009-09-30,N,2023
"7 CHAMBERLAIN ST, COTTESLOE",residential,Vacant,560000,2003-07-24,N,506
"9 CHAMBERLAIN ST, COTTESLOE",residential,Vacant,455000,2000-11-14,N,506
"15 B CHAMBERLAIN ST, COTTESLOE",residential,Strata,1300000,2016-05-12,N,528
"17 A CHAMBERLAIN ST, COTTESLOE",residential,Non Strata,3150000,2016-10-29,N,506
"2/19 CHAMBERLAIN ST, COTTESLOE",residential,Strata,1700000,2017-11-25,N,393
"17 B CHAMBERLAIN ST, COTTESLOE",residential,Vacant,1300000,2013-01-07,N,506
"23 A GRANT ST, COTTESLOE",residential,Strata,3000000,2021-11-02,N,480
"23 GRANT ST, COTTESLOE",residential,Strata,1450000,2005-10-27,N,425
"5 BRIGHTON ST, COTTESLOE",residential,Non Strata,945000,2004-03-29,N,614.568
"3 BRIGHTON ST, COTTESLOE",residential,Non Strata,2000000,2011-04-10,N,614.568
"1 BRIGHTON ST, COTTESLOE",residential,Non Strata,4200000,2023-01-16,N,614.568
"11 BRIGHTON ST, COTTESLOE",residential,Non Strata,2100000,2019-12-15,N,614.568
"7 BRIGHTON ST, COTTESLOE",residential,Non Strata,1850000,2014-06-09,N,614.568
"9 BRIGHTON ST, COTTESLOE",residential,Non Strata,720000,2002-05-03,N,614.568
"13 BRIGHTON ST, COTTESLOE",residential,Non Strata,215000,1988-10-17,N,614.568
"15 BRIGHTON ST, COTTESLOE",residential,Non Strata,1014000,2009-07-24,N,614.568
"21 BRIGHTON ST, COTTESLOE",residential,Non Strata,3000000,2021-02-26,N,614.568
"23 BRIGHTON ST, COTTESLOE",residential,Non Strata,196000,1992-01-16,N,614.568
"27 BRIGHTON ST, COTTESLOE",residential,Non Strata,1775000,2015-02-02,N,604.451
"33 BRIGHTON ST, COTTESLOE",residential,Non Strata,215000,1989-02-16,N,647.497
"31 BRIGHTON ST, COTTESLOE",residential,Non Strata,2450000,2017-11-11,N,647.497
"29 BRIGHTON ST, COTTESLOE",residential,Non Strata,2670000,2019-03-23,N,647.497
"37 BRIGHTON ST, COTTESLOE",residential,Non Strata,2400000,2020-08-16,N,647.497
"39 BRIGHTON ST, COTTESLOE",residential,Non Strata,545000,1998-03-23,N,647.497
"41 BRIGHTON ST, COTTESLOE",residential,Non Strata,1862500,2013-04-19,N,647.497
"43 BRIGHTON ST, COTTESLOE",residential,Non Strata,185000,1990-10-02,N,647.497
"49 BRIGHTON ST, COTTESLOE",residential,Non Strata,4700000,2022-02-24,N,647.497
"47 BRIGHTON ST, COTTESLOE",residential,Non Strata,5900000,2023-08-31,N,647.497
"51 BRIGHTON ST, COTTESLOE",residential,Non Strata,2100000,2013-10-18,N,647.497
"53 BRIGHTON ST, COTTESLOE",residential,Non Strata,635000,2000-10-13,N,647.497
"59 BRIGHTON ST, COTTESLOE",residential,Non Strata,375000,1994-11-09,N,662.673
"57 BRIGHTON ST, COTTESLOE",residential,Non Strata,252500,1993-01-23,N,647.497
"59 FORREST ST, COTTESLOE",residential,Non Strata,605000,1994-11-26,N,763.844
"57 FORREST ST, COTTESLOE",residential,Vacant,300000,2000-01-31,N,763.844
"61 FORREST ST, COTTESLOE",residential,Non Strata,780000,2001-11-24,N,763.844
"58 FORREST ST, COTTESLOE",residential,Non Strata,2350000,2005-02-04,N,1029
"2/58 FORREST ST, COTTESLOE",residential,Strata,1600000,2021-03-16,N,1029
"49 JOHN ST, COTTESLOE",residential,Non Strata,3250000,2022-06-14,N,637.38
"51 JOHN ST, COTTESLOE",residential,Non Strata,2195000,2004-07-01,Y,637.38
"48 JOHN ST, COTTESLOE",residential,Non Strata,3500000,2013-09-24,N,622.204
"44 JOHN ST, COTTESLOE",commercial,Non Strata,500000,2000-11-13,N,622.204
"9 LOMA ST, COTTESLOE",residential,Non Strata,2020000,2005-12-03,N,655.085
"7 LOMA ST, COTTESLOE",residential,Non Strata,4500000,2021-12-23,N,655.085
"5 LOMA ST, COTTESLOE",residential,Non Strata,3600000,2011-02-01,N,655.085
"3 LOMA ST, COTTESLOE",residential,Non Strata,4100000,2022-01-16,N,655
"8 LOMA ST, COTTESLOE",residential,Non Strata,1500000,2002-03-18,Y,655.085
"6 LOMA ST, COTTESLOE",residential,Non Strata,1500000,2002-03-18,Y,655.085
"10 LOMA ST, COTTESLOE",residential,Non Strata,1300000,2005-03-06,N,655.085
"29 NAPIER ST, COTTESLOE",residential,Non Strata,2060000,2009-11-08,N,572
"33 NAPIER ST, COTTESLOE",residential,Non Strata,1825000,2006-09-02,N,667.678
"27 A NAPIER ST, COTTESLOE",residential,Non Strata,825000,2002-03-18,N,94
"31 NAPIER ST, COTTESLOE",residential,Non Strata,3650000,2021-08-18,N,662.62
"34 NAPIER ST, COTTESLOE",residential,Non Strata,3600000,2021-03-19,N,594
"1 A NAILSWORTH ST, COTTESLOE",residential,Non Strata,2220000,2019-06-23,N,612
"6 B NAILSWORTH ST, COTTESLOE",residential,Strata,4800000,2020-10-18,N,570
"8 NAILSWORTH ST, COTTESLOE",residential,Vacant,1250000,2016-03-20,N,353
"8 A NAILSWORTH ST, COTTESLOE",residential,Non Strata,5000000,2023-08-23,N,761
"8 A NAILSWORTH ST, COTTESLOE",residential,Non Strata,2760000,2014-09-14,N,761
"6 NAILSWORTH ST, COTTESLOE",residential,Non Strata,5510000,2006-11-18,N,1148
"6 A NAILSWORTH ST, COTTESLOE",residential,Strata,4850000,2020-10-23,N,578
"12 NAILSWORTH ST, COTTESLOE",residential,Non Strata,3600000,2015-06-26,N,571
"10 NAILSWORTH ST, COTTESLOE",residential,Vacant,1225000,2005-07-31,N,440
"1 CLARENDON ST, COTTESLOE",residential,Non Strata,3350000,2016-11-15,N,818
"3 A CHAMBERLAIN ST, COTTESLOE",residential,Strata,2400000,2023-06-16,N,490
"5 CHAMBERLAIN ST, COTTESLOE",residential,Vacant,980000,2012-07-02,N,364
"39 ERIC ST, COTTESLOE",residential,Non Strata,2300000,2021-12-14,N,364
"37 ERIC ST, COTTESLOE",residential,Non Strata,1350000,2015-05-13,Y,341
"37 ERIC ST, COTTESLOE",residential,Non Strata,1350000,2015-05-13,Y,341
"1/19 CHAMBERLAIN ST, COTTESLOE",residential,Strata,4500000,2023-08-17,N,492
"21 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3500000,2016-11-03,N,672.79
"16 A HAWKSTONE ST, COTTESLOE",residential,Vacant,450000,1999-03-22,N,502
"20 HAWKSTONE ST, COTTESLOE",residential,Non Strata,3400000,2024-03-05,N,502
"20 HAWKSTONE ST, COTTESLOE",residential,Vacant,500000,1999-08-20,N,502
"18 HAWKSTONE ST, COTTESLOE",residential,Non Strata,2300000,2013-02-19,N,502
"1/27 GRANT ST, COTTESLOE",residential,Strata,1050000,2015-05-20,N,1415
"31 GRANT ST, COTTESLOE",residential,Non Strata,280000,1992-02-10,N,706
"25 FLORENCE ST, COTTESLOE",residential,Non Strata,1870000,2014-02-07,N,567
"25 GRANT ST, COTTESLOE",residential,Non Strata,1330000,2004-12-25,N,572
"30 GRANT ST, COTTESLOE",residential,Non Strata,616666,2020-05-27,N,669
"4 BRIGHTON ST, COTTESLOE",residential,Non Strata,2212500,2019-12-15,N,667
"8 BRIGHTON ST, COTTESLOE",residential,Vacant,310000,1996-06-11,N,667
"6 BRIGHTON ST, COTTESLOE",residential,Non Strata,1850000,2018-07-04,N,667
"12 BRIGHTON ST, COTTESLOE",residential,Non Strata,2900000,2012-06-22,N,668
"10 BRIGHTON ST, COTTESLOE",residential,Non Strata,1935000,2020-05-19,N,667
"14 BRIGHTON ST, COTTESLOE",residential,Non Strata,2500000,2008-03-01,N,667
"20 BRIGHTON ST, COTTESLOE",residential,Non Strata,2500000,2012-08-14,N,480
"22 BRIGHTON ST, COTTESLOE",residential,Non Strata,2480000,2009-07-19,N,854
"30 BOREHAM ST, COTTESLOE",residential,Non Strata,270000,1993-08-16,N,710.673
"1/28-30 BRIGHTON ST, COTTESLOE",residential,Strata,700000,2023-08-29,N,1938
"34 BRIGHTON ST, COTTESLOE",residential,Non Strata,300000,1993-01-22,N,644.968
"36 BRIGHTON ST, COTTESLOE",residential,Non Strata,1825000,2019-06-18,N,644.968
"38 BRIGHTON ST, COTTESLOE",residential,Non Strata,2275000,2021-02-11,N,644.968
"44 BRIGHTON ST, COTTESLOE",residential,Non Strata,6000000,2023-06-18,N,644.968
"46 BRIGHTON ST, COTTESLOE",residential,Non Strata,4540000,2024-03-13,N,629
"46 BRIGHTON ST, COTTESLOE",residential,Non Strata,2280000,2018-11-04,N,629
"56 BRIGHTON ST, COTTESLOE",residential,Non Strata,345000,1998-08-20,N,660.143
"52 BRIGHTON ST, COTTESLOE",residential,Non Strata,2210000,2016-06-07,N,644.968
"54 BRIGHTON ST, COTTESLOE",residential,Non Strata,1775000,2015-01-17,N,644.968
